"","control_1.bam","control_2.bam","control_3.bam"
"CG14441",368.196996233075,518.512063171802,605.331676861232
"CG3168",1229.69878526874,1407.60122142074,1565.83244984002
"lncRNA:CR43461",376.907032703104,411.998886143643,444.73347687764
"RpL17",26161.7822699802,27786.625057221,24862.8662038701
"snoRNA:Psi28S-3436b",3.95910748637715,5.91739872378661,0
"snoRNA:Psi28S-3436a",10.2936794645806,5.91739872378661,1.02947564092046
"snoRNA:Psi28S-1232",12.6691439564069,32.5456929808264,24.7074153820911
"tRNA:Phe-GAA-1-2",0.791821497275429,0,0
"lncRNA:CR44895",132.234190044997,85.0626066544325,88.5349051191598
"lncRNA:CR44964",96.6022226676024,73.2278092068593,121.478125628615
"CG14439",3053.26369349406,2815.94211768195,5782.56467505024
"CG14438",4643.24126002312,5608.21464046876,5650.79179301242
"lncRNA:CR43496",1119.63559714746,1079.18559225058,891.525905037121
"COQ7",1582.85117305358,1701.99180792912,1583.33353573567
"shf",7410.65739300074,8472.23562278148,6829.54140186635
"C3G",2429.30835364102,2187.21850327963,2618.98603050166
"pod1",17491.3368748142,15455.5057916902,19398.4095018643
"iav",0,0,1.02947564092046
"Nf-YC",3769.07032703104,3580.0262278909,3703.0238803909
"xit",1774.47197539424,2303.34745323394,1481.41544728455
"Atx-1",66.5130057711361,59.9136620783394,36.0316474322162
"nonC",1976.38645719947,1811.46368431918,1867.46881262972
"CG14435",487.762042321664,592.479547219134,621.80328711596
"CG4557",2354.87713289713,2810.76439379864,3002.98044456499
"Cht11",878.921861975727,958.618593253431,665.041264034619
"CG4558",2766.62431148035,3619.22899443598,3012.24572533327
"CG14434",5070.03304705457,5963.25856389596,5250.32576869436
"lncRNA:CR45531",7.12639347547886,11.8347974475732,15.4421346138069
"CG43736",8228.60899968626,8358.32569734859,11629.9863154785
"CG14431",4.75092898365258,15.5331716499399,11.3242320501251
"CG32732",1520.29727476882,1639.11944648889,1625.54203701341
"CG4586",10631.7872439172,5614.13203919255,10530.5063309754
"CG3040",1029.36794645806,777.398257337466,844.170025554779
"ogre",38774.7069000805,33626.3579227579,40569.5760573936
"bou",5434.27093580127,4978.75135122596,5210.17621869846
"Inx7",63.3457197820344,80.6245576115926,37.0611230731367
"lncRNA:CR43837",33.256502885568,40.6821162260329,36.0316474322162
"Inx2",55410.8765578373,52432.5907417922,55230.3386597419
"cm",3607.53874158686,3687.27907975953,3286.08624581812
"CG3032",741.144921449802,911.279403463138,583.712688401902
"CG4593",4164.18925417148,4042.32300318673,3726.70182013208
"CG12541",0,27.3679690975131,15.4421346138069
"CG4607",365.821531741248,285.514488422704,469.440892259731
"Sxl",12929.6532290105,12994.6075974354,15201.2373138316
"CG4615",1481.49802140233,1352.12560838524,1451.56065369785
"CG4617",1241.57610772787,1410.55992078263,1465.97331267074
"CG8300",3877.54987215778,4909.96159106194,3567.1330957894
"fz4",3087.3120178769,2534.12600346162,3286.08624581812
"CG9650",2274.11134017503,1342.50983545909,2744.58205869395
"CG1958",0,0,2.05895128184093
"CG1677",8854.93980403113,8272.52341585368,10831.1132181242
"CG2059",562.193263065555,683.459552597353,565.182126865334
"unc-119",2967.74697178831,3793.05258194722,3161.51969326674
"brk",4670.95501242776,4350.02773682363,4626.46353029656
"Atg5",1692.91436117487,1352.86528322571,1274.49084345953
"Dok",5222.06277453146,5508.35853700486,5066.0496289696
"CG18155",30.8810383937417,46.5995149498196,51.4737820460231
"CG42780",7.91821497275429,0,5.14737820460231
"CBP",9649.13676579838,9724.50512770282,11011.2714552853
"CG15034",0,0,0
"CG1999",0,0,0
"CG15035",0,0,0
"CG32727",0,0,0
"CG42246",1.58364299455086,1.47934968094665,141.038162806103
"CG42704",0,0,0
"CG9657",0,8.13642324520659,0
"CG32726",0,0,0
"lncRNA:CR43278",0,5.91739872378661,2.05895128184093
"CG32719",0,0,12.3537076910456
"CG43138",0,0,0
"lncRNA:CR44501",0,11.8347974475732,0
"CG12689",0,0,0
"ct",3429.37890469988,2077.74662688957,3226.37665864473
"CHES-1-like",436.293644998762,318.06018140353,308.842692276139
"lncRNA:CR43287",13.4609654536823,10.3554477666266,3.08842692276139
"CG15478",0,0.739674840473326,0
"Hira",2269.36041119138,2501.58031048079,2600.45546896509
"NELF-B",2782.46074142586,2733.09853554894,2318.37914335288
"CG12155",4110.34539235675,4962.47850473555,4270.26495853808
"Pdp",1586.01845904268,1561.45358823919,1613.18832932237
"Rab39",1293.04450505078,1109.51226070999,1045.94725117519
"Tom40",8629.27067730763,7319.08254648356,8315.07475171458
"CG34338",0,0,3.08842692276139
"CG32718",0,0,0
"Ir7f",0,0,0
"Ir7g",16.628251442784,17.7521961713598,6.17685384552278
"CG10932",7729.76145640274,8273.26309069415,7524.43745948766
"Nek2",2502.94775288763,3285.63564138252,2629.28078691086
"p115",5114.375050902,4608.9139309893,4908.53985590877
"RpS6",34906.65888589,36333.5678388903,32313.1814172115
"bys",5039.94383015811,4263.48578048825,4271.294434179
"dpr14",23.7546449182629,12.5744722880465,9.26528076828416
"spidey",490.929328310766,349.12652470341,377.81756021781
"snz",901.884685396714,718.963944940073,800.93204863612
"hdm",0,10.3554477666266,9.26528076828416
"Ykt6",2841.84735372152,2148.75541157501,2199.98944464703
"mahe",14779.3482466459,13679.5464997137,18551.1510493867
"CG10778",1356.39022483281,1304.04674375447,1285.81507550966
"RpS14a",25226.6410816979,27884.2621361635,24111.3489859982
"RpS14b",5883.23372475644,7070.55180008452,5722.85508787685
"Ubr3",5324.20774767999,4605.9552316274,4971.33787000491
"l(1)G0193",2076.94778735345,2812.24374347959,2612.80917665613
"CG15332",0,0,14.4126589728865
"CG15330",0,0,0
"sws",1322.34190044997,1416.47731950642,1810.84765237909
"asRNA:CR45620",32.4646813882926,3.69837420236663,30.8842692276139
"sn",24046.0352292602,14751.3353435595,22829.6518130522
"Tbh",11.085500961856,44.3804904283996,23.6779397411706
"CG2233",1279.58353959709,214.505703737265,76.1811974281142
"fs(1)h",16638.5451222486,17553.2236392725,16313.0710060257
"mys",14681.954202481,15851.2318313434,19915.2062736064
"Upf2",2501.36410989308,3240.51547611364,3163.57864454858
"Ldsdh1",0,6.65707356425994,0
"UbcE2H",4397.77659586773,4547.52091923001,4280.55971494728
"CG2258",1616.89949743643,1636.160747127,1902.47098442102
"Gclc",1688.16343219122,1321.79893992583,1502.00496010296
"CG1575",2932.90682590819,2897.30635013402,3264.46725735879
"CG2260",4929.08882053955,4752.41085004112,4920.89356359981
"cyr",3.95910748637715,2.9586993618933,6.17685384552278
"CG2116",3137.19677220525,3239.77580127317,3405.50542016489
"CG10958",801.323355242735,823.258097446812,675.336020443824
"CG2120",12.6691439564069,12.5744722880465,23.6779397411706
"Smox",10650.7909598518,10767.4466527702,11404.5311501169
"CG17982",612.078017393907,726.360693344806,686.660252493949
"alpha-PheRS",8588.88778094658,8654.93530837839,8705.24601962343
"CG2129",692.051988618725,904.622329898878,711.36766787604
"CG15336",7.12639347547886,2.21902452141998,0
"CG10959",379.282497194931,312.882457520217,309.872167917059
"Gbeta5",12.6691439564069,17.7521961713598,35.0021717912957
"CG18262",848.040823581985,1008.17680756514,835.934220427416
"Traf6",3860.12979921772,4179.90252351477,3601.10579193978
"GIIIspla2",1548.01102717346,1452.72138668961,1349.64256524673
"CG2278",49.0929328310766,42.1614659069796,134.861308960581
"slpr",3453.92537111542,3727.96119598556,3608.31212142622
"sdt",3827.66511782943,4575.628563168,4216.73222521022
"CG2147",3700.97367826536,3500.88101996025,3417.85912785594
"sni",1103.79916720195,1473.43228222287,1078.89047168465
"Trxr-1",25461.8120663887,26703.0014159275,26628.4169280487
"ND-75",7915.04768676519,7549.86109671124,8170.94816198571
"CG1632",615.245303383009,940.866397082071,794.755194790597
"Corp",138.5687620232,163.468139744605,133.83183331966
"CG15343",28.5055739019155,44.3804904283996,63.8274897370687
"CG1636",1097.46459522375,800.328177392139,1008.88612810205
"CR15345",418.081750561427,370.577095077136,272.811044843923
"CG10555",8302.24839893288,7086.82464657494,10186.661466908
"PIG-T",3706.51642874628,3228.68067866607,3532.13092399811
"lawc",3169.66145359354,2996.42277875744,2848.55909842692
"Trf2",3682.76178382802,3202.05238440903,4414.39154826694
"CG32712",4.75092898365258,4.43804904283996,9.26528076828416
"Miga",2161.67268756192,2257.48761312459,2107.33663696419
"CG1440",3252.80271080746,3093.32018285945,3055.48370225193
"CG12123",589.907015470195,791.452079306459,529.150479433118
"org-1",0.791821497275429,0,53.5327333278641
"CG15347",0.791821497275429,0,0
"Es2",787.070568291777,1040.72250054597,856.523733245825
"Sptr",2344.58345343255,2888.43025204834,2201.01892028795
"CG12116",308.810383937417,159.769765542238,62.7980140961482
"Cp7Fa",0,0.739674840473326,1.02947564092046
"CG33181",612.078017393907,633.901338285641,554.887370456129
"Nrg",13498.9728855515,17341.6766348971,16542.6440739509
"PIP82",19.7955374318857,8.13642324520659,10.2947564092046
"IntS4",3855.37887023407,4363.34188395215,4217.76170085114
"CG12112",1030.15976795533,918.676151867871,926.528076828416
"Trf4-1",2353.29348990258,2446.84437228576,3017.39310353788
"CG12111",3.95910748637715,0.739674840473326,0
"spirit",1002.44601555069,610.971418230967,925.498601187496
"CG12065",208.249053783438,210.067654694425,240.897299975388
"CG12081",4462.70595864432,5157.7526626205,5036.1948353829
"CG12659",1046.78801939812,1218.98413710004,1229.19391525903
"Crag",4031.16324262921,4240.55586043358,5653.88021993518
"Caf1-180",2482.36039395847,3224.9823044637,2797.0853163809
"oc",5.54275048092801,0,0
"CG12772",821.910714171896,913.498427984558,963.589199901553
"CG11284",2982.79158023654,3431.35158495576,3189.31553557159
"Ppt1",1966.09277773489,2234.55769306992,2033.21439081791
"Ogg1",578.029693011063,557.714829716888,854.464781963984
"CG11294",0,0,0
"Hexo2",849.624466576536,355.043923427197,426.202915341072
"CG2004",5471.48654617322,4808.62613791709,5200.91093793018
"CG1785",4017.70227717553,3054.11741631436,3495.06980092497
"l(1)G0020",6503.2299571231,5578.62764684983,6564.96616214979
"CG1789",1347.68018836278,1472.69260738239,1386.70368831986
"Lim1",7.12639347547886,2.9586993618933,12.3537076910456
"CG12075",2120.4979697036,1954.960603371,1663.63263572747
"Moe",49034.3380402782,55502.981004597,52085.2905767299
"CG1885",1131.51291960659,1152.41340145744,1145.80638834447
"Rbm13",3434.12983368354,3331.49548149186,3451.83182400631
"e(r)",8125.67220504046,6800.57048331176,7250.59693900282
"rdgA",1559.8883496326,2049.63898295159,2254.55165361581
"lncRNA:CR44111",2.37546449182629,3.69837420236663,5.14737820460231
"CG12661",2.37546449182629,2.21902452141998,7.20632948644324
"CG43255",0,1.47934968094665,6.17685384552278
"lncRNA:CR43836",0,14.0538219689932,11.3242320501251
"CG10962",77.5985067329921,71.7484595259126,100.888612810205
"CG12662",0,0,0
"mir-31b",0,3.69837420236663,0
"Nost",263.676558592718,349.866199543883,404.583926881742
"CG15365",587.531550978369,684.199227437827,820.492085813609
"CG44325",9170.08475994675,11518.2166158506,8866.87369524794
"CG7246",3003.3789391657,2723.48276262279,3040.04156763813
"HP1b",3161.74323862079,2770.82195241308,2494.41947795028
"APC4",1194.85863938862,1474.17195706334,1446.41327549325
"CG32708",1361.14115381646,1210.10803901436,981.090285797201
"CG32706",19.0037159346103,43.6408155879262,51.4737820460231
"CG6999",6.33457197820344,10.3554477666266,4.11790256368185
"CCT2",16656.7570166859,13612.2360892306,15147.7045805037
"CG7766",4889.49774567578,5939.58896900081,6453.78279293038
"Bx42",6677.4306865237,6872.31894283767,7065.29132363714
"Arfrp1",1112.50920367198,1012.61485660798,880.201672986996
"AP-1gamma",5305.20403174538,3883.29291248496,5882.42381221952
"fend",988.985050097011,1150.9340517765,667.10021531646
"lncRNA:CR44517",12.6691439564069,7.39674840473326,5.14737820460231
"CG7065",1642.23778534924,1390.58870008985,1847.90877545223
"fh",653.252735252229,673.8437796712,519.885198664834
"Bap111",10990.482382183,10825.1412903271,10157.8361489622
"His3.3B",59916.3408773345,66747.5179294725,57789.6151030702
"Ost48",26422.2915425838,27177.8726635114,26377.2248716641
"Dlip1",357.903316768494,326.93627948921,307.813216635218
"CG9034",1865.53144758091,2375.83558760032,1671.86844085483
"Zpr1",3897.34540958966,3139.1800229688,3732.8786739776
"CG44532",93.4349366785007,53.2565885140795,45.2969282005004
"mei-P26",3273.39006973662,4368.51960783546,4578.0781751733
"CG12115",0,20.7108955332531,0
"CG12057",9.50185796730515,129.443097082832,36.0316474322162
"CG12056",900.301042402163,1092.4997393791,1093.30313065753
"CG12106",677.007380170492,679.021503554513,605.331676861232
"CG12118",938.308474271384,1128.00413172182,1084.03784988925
"su(r)",0,0,0
"SmydA-9",204.289946297061,130.922446763779,113.242320501251
"Obp8a",0,0,0
"CG15368",0,0,0
"CG15369",294.55759698646,36.9837420236663,9.26528076828416
"t",0.791821497275429,0,0
"CG15370",0,0,0
"Gr8a",18.2118944373349,4.43804904283996,0
"CG12121",4594.14832719204,4968.39590345933,5720.79613659501
"mxc",1920.95895239019,2401.72420701689,2438.82779334058
"Larp7",1868.69873357001,1770.78156809314,1895.26465493457
"amx",370.572460724901,264.063918048977,353.110144835719
"Dsor1",2363.58716936716,2628.06470820173,2306.02543566184
"CG17754",10782.2333283995,13019.7565420115,12617.2534551212
"ric8a",704.721132575132,524.429461895588,726.809802489847
"CG17440",3.16728598910172,3.69837420236663,2.05895128184093
"Cfp1",1213.86235532323,1041.46217538644,1304.34563704623
"Aladin",4552.18178783644,5725.82294010402,5114.43498409286
"snoRNA:CG16892-a",0.791821497275429,2.21902452141998,1.02947564092046
"c11.1",1260.57982366248,1491.18447839423,1489.65125241191
"lz",0,0,0
"c12.1",2974.87336526379,3244.95352515648,3024.59943302432
"c12.2",1040.45344741991,906.101679579825,857.553208886745
"CG34449",1252.66160868973,1183.47974475732,1383.6152613971
"BCL7-like",2982.79158023654,3094.7995325404,2747.67048561672
"mgl",5167.42709121945,4328.57716644991,3987.15915728495
"CG44815",3.16728598910172,0,2.05895128184093
"CG32700",6.33457197820344,7.39674840473326,0
"l(1)G0320",14352.5564596144,11058.1388650762,13535.5457268222
"RpS28b",20573.1061422102,25901.9335636949,21091.8969311784
"CG15317",1038.07798292809,1230.81893454761,923.439649905655
"lncRNA:CR42767",0,0,11.3242320501251
"Cubn",321.479527893824,311.40310783927,304.724789712457
"LPCAT",2947.15961285915,2349.94696818376,2842.3822445814
"CG42395",0,0,11.3242320501251
"lncRNA:CR45540",0,0,0
"Hex-A",4187.15207759247,7087.56432141541,6415.69219421632
"lncRNA:CR45542",0,0,2.05895128184093
"Gga",4718.46430226428,4796.05166562905,4212.61432264653
"Lst8",4709.75426579425,5128.16566900157,4516.30963671807
"LysRS",10706.2184646611,9481.89178002757,10606.6875284035
"CG42797",1346.88836686551,1378.75390264228,2062.03970876369
"Ptpmeg2",6963.27824704013,5671.08700190899,7612.97236460682
"nej",4765.18177060353,3722.04379726178,4230.11540854218
"btd",44.342003847424,30.3266684594064,46.3264038414208
"lncRNA:CR43498",0,0,0
"Sp1",98.9776871594287,39.9424413855596,140.008687165183
"CG1354",5496.03301258875,5878.935632082,4953.83678410927
"CG32698",126.691439564069,57.6946375569194,58.6801115324664
"Ser7",0,0,0
"CG45061",0,0,0
"CG32695",42.7583608528732,13.3141471285199,1.02947564092046
"CG15247",26.1301094100892,11.8347974475732,18.5305615365683
"CG1468",201.122660307959,16.2728464904132,11.3242320501251
"CG9686",23.7546449182629,19.2315458523065,50.4443064051027
"CG9689",6720.18904737657,10643.1812795707,10203.1330771627
"CG9691",1768.13740341603,2522.29120601404,2413.09090231756
"Idgf4",41034.5654533046,25399.6943470135,30216.1395366565
"snoRNA:Me28S-U1688",20.5873589291612,6.65707356425994,8.2358051273637
"CG43386",23.7546449182629,96.8974041020057,23.6779397411706
"CG32694",8.71003647002972,116.128949954312,73.0927705053529
"CG2990",593.074301459297,639.818737009427,635.186470447926
"Cht6",7191.32283825545,7209.61067009351,9308.51874520282
"asRNA:CR45185",425.208144036906,327.675954329684,544.592614046925
"Yp2",11.8773224591314,8.13642324520659,3.08842692276139
"CG15312",8.71003647002972,21.4505703737265,48.3853551232617
"Gr9a",0,0.739674840473326,0
"lncRNA:CR45602",3.95910748637715,0,2.05895128184093
"ZAP3",3197.37520599818,3707.98997529278,3540.36672912547
"CG2972",4609.98475713755,3790.8335574258,3899.65372780671
"CG2974",1081.62816527824,1226.38088550477,1071.6841421982
"RhoU",1072.91812880821,1272.24072561412,1346.55413832397
"asRNA:CR44894",26.9219309073646,7.39674840473326,30.8842692276139
"snoRNA:Me18S-A627",3.95910748637715,5.91739872378661,1.02947564092046
"CG12645",19.7955374318857,0.739674840473326,15.4421346138069
"CG43902",4.75092898365258,6.65707356425994,8.2358051273637
"lncRNA:CR32690",0.791821497275429,0,0
"CG15309",1329.46829392545,951.961519689171,1120.06949732146
"lncRNA:CR43899",7.91821497275429,5.91739872378661,7.20632948644324
"ATPsyndelta",11492.4972114556,12650.6587966153,11337.6152334571
"asRNA:CR45629",2.37546449182629,4.43804904283996,2.05895128184093
"CG15308",3.16728598910172,8.87609808567991,1.02947564092046
"CG34408",3091.27112536328,2108.07329534898,3065.77845866114
"Hk",0,2.21902452141998,2.05895128184093
"CG12643",1848.90319613813,3781.21778449964,2167.04622413757
"alpha-Man-Ia",3473.72090854731,2691.67674448243,3837.88518935149
"CG2909",140.152405017751,259.625869006138,179.128761520161
"Gip",2355.6689543944,2659.87072634208,2082.6292215821
"CG15306",0,0.739674840473326,0
"CG43740",3.16728598910172,2.21902452141998,0
"snoRNA:U3:9B",0,3.69837420236663,1.02947564092046
"l(1)G0289",10205.787278383,9089.12443973623,9273.51657341153
"CG17841",4497.54610452444,3961.69844557514,4260.9996777698
"CG32686",0.791821497275429,76.9261834092259,64.8569653779892
"CG2898",15.8364299455086,8.87609808567991,5.14737820460231
"CG32681",17.4200729400594,8.87609808567991,14.4126589728865
"Psf3",558.234155579178,593.958896900081,616.655908911357
"flw",4427.8658127642,3398.80589197493,3914.0663867796
"CG32683",0,0,0
"Neb-cGP",10421.9545471392,11523.3943397339,9924.14517847326
"nocte",15626.5972487306,12217.9490149384,20038.7433505168
"CG2889",1586.81028053996,2021.5313390136,1642.01364726814
"CG2887",11.8773224591314,1.47934968094665,9.26528076828416
"PPP4R2r",11209.8169369283,11408.7447394606,10459.4725117519
"CG32687",75.2230422411658,84.3229318139592,55.591684609705
"spri",2098.32696777989,1355.82398258761,2582.95438306944
"CG15296",5.54275048092801,10.3554477666266,4.11790256368185
"Hmr",1030.95158945261,1230.81893454761,1353.76046781041
"CG2124",491.721149808042,539.222958705055,428.261866622913
"CG1628",406.204428102295,371.31676991761,464.293514055129
"CG43347",7.12639347547886,0,0
"X11Lbeta",0,7.39674840473326,2.05895128184093
"CG12637",0,0,0
"stx",4808.73195295368,4685.84011439852,6084.20103783993
"ras",17344.8498978183,14396.2914201323,15587.2906791767
"lncRNA:CR44766",19.0037159346103,22.1902452141998,20.5895128184093
"Rph",6.33457197820344,0.739674840473326,15.4421346138069
"Tango5",1484.66530739143,1513.37472360843,1658.48525752287
"Atg8a",15989.2514944827,16888.255957687,15044.7570164116
"BTBD9",1475.9552709214,1454.20073637056,1600.83462163132
"CG15211",84.7249002084709,53.9962633545528,21.6189884593297
"Ant2",112.438652613111,74.7071588878059,144.126589728865
"sesB",41640.3088987203,38096.9526585787,40073.3687984699
"Imp",5056.57208160089,5048.28078623045,5189.58670588005
"sbr",3535.48298533479,3974.27291786318,3948.03908292997
"CG15210",29.2973953991909,31.0663432998797,25.7368910230116
"CG15209",34.0483243828435,17.7521961713598,23.6779397411706
"CG32669",34.0483243828435,11.0951226070999,46.3264038414208
"CG17333",1642.23778534924,1927.59263427349,1656.42630624102
"CG2202",1473.57980642957,1223.42218614288,1589.51038958119
"feo",6520.65003006316,7938.93006280021,6119.20320963123
"sofe",1217.82146280961,1361.00170647092,1219.92863449075
"CG2186",4393.02566688408,3230.16002834702,4926.04094180441
"CG2157",0.791821497275429,5.17772388331328,6.17685384552278
"CG1637",4256.04054785543,4210.96886681465,4323.79769186594
"CG1582",1673.91064524026,1958.65897757337,2233.9621407974
"CG43901",0.791821497275429,11.0951226070999,1.02947564092046
"v",0.791821497275429,1.47934968094665,0
"CG2145",1589.97756652906,2511.19608340694,2561.33539461011
"Myo10A",2674.7730177964,2227.16094466519,2379.11820616719
"Rab9Fb",0,1.47934968094665,1.02947564092046
"C901",24.5464664155383,2.9586993618933,10.2947564092046
"CG42339",0,2.9586993618933,11.3242320501251
"SmydA-4",21.3791804264366,4.43804904283996,19.5600371774888
"CG1552",0,0,17.5010858956479
"CG1545",5.54275048092801,5.17772388331328,0
"CG1537",0.791821497275429,0,12.3537076910456
"CG15203",21.3791804264366,22.1902452141998,11.3242320501251
"sev",568.527835043758,203.410581130165,80.2990999917961
"asRNA:CR45604",3.16728598910172,2.9586993618933,3.08842692276139
"CG42249",0.791821497275429,1.47934968094665,3.08842692276139
"Hsp60A",30840.6554973807,30652.8650640551,32005.3682005763
"CG11122",1545.63556268164,1223.42218614288,1258.01923320481
"Rpt3",17952.9688077258,18046.5867578682,17968.4678366258
"Gtp-bp",14205.2776611212,13669.9307267875,14728.7079946491
"Klp10A",9434.55314003674,8467.05789889817,10402.8513515013
"CG44385",0.791821497275429,22.9299200546731,25.7368910230116
"CDK2AP1",2521.15964732497,2489.00583819274,2196.90101772427
"asRNA:CR44054",0,4.43804904283996,6.17685384552278
"CG15199",0,0.739674840473326,0
"CG15202",9.50185796730515,32.5456929808264,18.5305615365683
"CG15201",18.2118944373349,23.6695948951464,32.9432205094548
"Ran",39233.171547003,34442.2192718,34772.5987233705
"Lint-1",1339.76197339003,1528.16822041789,1578.18615753107
"rtv",2070.61321537525,1985.28727183041,1709.95903956889
"Dlic",10151.9434165683,10096.5615724609,10504.7694399524
"CG32668",11.085500961856,30.3266684594064,11.3242320501251
"antdh",0,2.9586993618933,0
"CG1394",0,0,0
"CG15200",0,0,0
"CG11106",0,0,0
"CG44422",7.12639347547886,14.7934968094665,14.4126589728865
"CG15198",0,0,0
"Ir10a",9.50185796730515,0,0
"l(1)10Bb",2809.38267233322,2409.8606302621,2694.13775228885
"CG1657",2751.57970303212,2586.64291713522,3006.06887148775
"Kap3",2317.66152252518,1702.7314827696,2571.63015101932
"CG34348",1437.94783905218,1713.08693053622,1425.82376267484
"GCS1",5967.95862496491,6259.12850008529,6065.67047630337
"CG11756",3.95910748637715,17.0125213308865,6.17685384552278
"CG1738",573.278764027411,659.050282861734,566.211602506255
"CG11752",1832.27494469534,1900.96434001645,1613.18832932237
"CG1737",2175.92547451288,2122.12711731797,2023.94911004963
"dsh",2832.34549575421,3155.45286945921,3489.92242272037
"Pa1",3898.13723108694,3974.27291786318,4002.60129189876
"hop",2809.38267233322,3461.67825341517,4257.91125084703
"Tim8",3896.55358809239,4287.1553753834,3476.5392393884
"dlg1",7823.98821457852,6933.71195459696,9742.95746567126
"CG15196",0,0,13.383183331966
"Gs2",5033.6092581799,3617.00996991457,2918.56344200951
"Evi5",2617.76186999257,2415.03835414541,3061.66055609746
"Sk1",509.933044245376,471.912548221982,727.839278130767
"HP5",4259.20783384453,4713.20808349603,4632.64038414208
"CG43155",0,0,5.14737820460231
"Cyp4g15",15.8364299455086,14.7934968094665,3.08842692276139
"Uba5",5746.24860572779,5035.7063139424,5348.1259545818
"Spase25",8126.46402653773,7987.00892743098,7516.2016543603
"CG33235",3.95910748637715,1.47934968094665,7.20632948644324
"Drak",1795.0593343234,1625.0656245199,1761.43282161491
"mir-2492",1.58364299455086,0,5.14737820460231
"CG1572",3450.75808512632,5233.19949634878,3923.33166754788
"PGRP-SA",159.947942449637,309.923758158324,204.865652543172
"RpII215",11189.2295779991,11240.8385506731,15378.3071240699
"CG11699",26.9219309073646,15.5331716499399,8.2358051273637
"Kmn1",859.918146041116,979.329488786684,774.165681972188
"CG11696",1612.94038995005,1653.17326845788,1495.82810625743
"e(y)2",1395.98129969658,2009.69654156603,1450.53117805693
"CG11695",1106.96645319105,1660.57001686262,1218.89915884983
"lncRNA:roX2",5.54275048092801,9.61577292615324,9.26528076828416
"nod",1703.99986213672,1941.64645624248,1812.90660366093
"CG1561",11.085500961856,36.244067183193,14.4126589728865
"CR43212",33.256502885568,41.4217910665063,58.6801115324664
"rho-4",3995.53127525182,3596.29907438131,5045.46011615119
"CG2533",0.791821497275429,4.43804904283996,2.05895128184093
"CG2247",7586.44176539589,6948.50545140643,7572.82281461092
"CG1703",8467.73909186344,6221.40508322115,7210.44738900692
"RPA3",3943.27105643164,4548.26059407048,3366.38534580991
"Met",1117.26013265563,1038.50347602455,697.984484544074
"Ptp10D",5365.38246553831,6003.94068012199,7025.14177364124
"Vlet",782.319639308124,702.69109844966,743.281412744574
"bif",7468.46036230185,7447.78596872592,7854.89914022313
"PhKgamma",4937.0070355123,3537.12508714345,3454.92025092907
"CG2444",9575.49736655177,7839.07395933631,1653.33787931826
"FucT6",4228.32679545079,3978.71096690602,4783.97330335739
"Amun",21672.9462019258,20154.6600532172,22975.8373540629
"prtp",8897.698164884,6866.40154411389,7541.93854538331
"Tango10",2430.89199663557,2500.10096079984,2474.85944077279
"CG15221",0,0,12.3537076910456
"m",74.4312207438904,2.21902452141998,48.3853551232617
"CG9360",0,16.2728464904132,0
"dy",17.4200729400594,96.8974041020057,236.779397411706
"Karl",148.070619990505,43.6408155879262,60.7390628143073
"CkIIbeta",16092.1882891286,14851.9311218639,15443.1640894479
"Hsc70-3",77706.9862781188,47019.6502592084,79009.1670137227
"CG1578",4016.11863418098,4244.25423463595,3963.48121754378
"rudhira",3816.57961686757,4602.99653226551,4180.700577778
"lncRNA:CR45619",0.791821497275429,0,0
"p24-1",6256.18164997317,5526.85040801669,5480.92831226054
"CG10347",3244.88449583471,4234.63846170979,3798.76511499651
"ATP7",1376.1857622647,1622.84659999848,1870.55723955248
"Nrd1",2508.49050336856,2809.28504411769,4024.22028035809
"CG1847",794.196961767256,676.802479033094,641.363324293448
"CG11802",858.334503046565,1202.71129060963,953.294443492348
"CG15739",28.5055739019155,70.269109844966,45.2969282005004
"CG10352",0,2.21902452141998,0
"CG10353",4717.67248076701,4526.81002369676,5306.94692894499
"SelG",2242.43848028402,2612.53153655179,2101.15978311866
"CG1840",246.256485652659,261.105218687084,216.189884593297
"sicily",1707.16714812583,1736.0168505909,1473.17964215718
"wisp",9.50185796730515,0.739674840473326,10.2947564092046
"Upf1",6397.91769798547,6716.98722633827,8363.46010683784
"CG43156",16.628251442784,13.3141471285199,16.4716102547274
"pot",15111.9132755016,15940.7324870407,16539.5556470282
"lncRNA:CR32661",0.791821497275429,8.13642324520659,2.05895128184093
"lncRNA:CR43157",9.50185796730515,6.65707356425994,1.02947564092046
"Sclp",646.12634177675,888.349483408465,741.222461462733
"CG10362",0.791821497275429,1.47934968094665,0
"cac",7.12639347547886,46.5995149498196,16.4716102547274
"gd",22.171001923712,3.69837420236663,0
"CG18130",7.12639347547886,22.1902452141998,30.8842692276139
"fw",2566.29347266967,2776.73935113687,3095.63325224783
"CG1806",2520.36782582769,2430.57152579535,2278.22959335698
"CG1492",448.170967457893,612.450767911914,545.622089687845
"regucalcin",5385.17800297019,5296.81153262949,5203.99936485294
"Chrac-16",2926.57225392999,3177.64311467341,2505.74371000041
"Lsm12",4164.18925417148,3693.19647848332,4028.33818292177
"Tango4",5625.89173814193,6076.42881448837,5546.81475327945
"Usp7",10073.553088338,9176.40607091208,12329.0002756635
"Cyp311a1",0,8.13642324520659,9.26528076828416
"Ten-a",13741.2702637178,13567.1159239618,11220.2550103921
"Muc11A",38.0074318692206,10.3554477666266,6.17685384552278
"CG15734",0,0,0
