"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902600","BP","GO:1902600","proton transmembrane transport","7/272","74/12275",0.00123170445403267,0.00853395228865494,0.00530960316024109,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Vha14-1",7
"GO:0030858","BP","GO:0030858","positive regulation of epithelial cell differentiation","5/272","37/12275",0.00125604135631996,0.0086146674842551,0.0053598220556769,"puc/Pvr/Gli/kis/kuz",5
"GO:0035330","BP","GO:0035330","regulation of hippo signaling","5/272","37/12275",0.00125604135631996,0.0086146674842551,0.0053598220556769,"par-1/crb/ft/kibra/Fbxl7",5
"GO:0043409","BP","GO:0043409","negative regulation of MAPK cascade","5/272","37/12275",0.00125604135631996,0.0086146674842551,0.0053598220556769,"SkpA/puc/Mkp3/sgg/sty",5
"GO:0006468","BP","GO:0006468","protein phosphorylation","20/272","427/12275",0.00133315625777454,0.0090833268325876,0.00565140971316718,"Lk6/SkpA/kek1/puc/Mkp3/par-1/Gprk2/InR/sgg/Pvr/Pdk1/ben/Pak3/Gprk1/Alg-2/sty/Gadd45/Ras85D/SNF4Agamma/Pkc98E",20
"GO:0045666","BP","GO:0045666","positive regulation of neuron differentiation","7/272","75/12275",0.00133329146928998,0.0090833268325876,0.00565140971316718,"Roc1a/Imp/InR/Prosap/Rheb/Ras85D/mas",7
"GO:0002376","BP","GO:0002376","immune system process","21/272","459/12275",0.00136015760286605,0.00923547012346046,0.00574606931175692,"DnaJ-1/lola/Eb1/puc/Cyt-b5/Mkp3/dl/par-1/Gprk2/akirin/Ostgamma/Pvr/mask/E2f1/lwr/Eip75B/kis/Spn88Ea/kuz/sty/Ras85D",21
"GO:1903052","BP","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","5/272","38/12275",0.00142053605041809,0.00959482684369374,0.00596965171682157,"SkpA/rpr/Pomp/Roc1a/sgg",5
"GO:0016322","BP","GO:0016322","neuron remodeling","6/272","56/12275",0.00143663337620353,0.00959482684369374,0.00596965171682157,"SkpA/Roc1a/Imp/InR/plum/kis",6
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","6/272","56/12275",0.00143663337620353,0.00959482684369374,0.00596965171682157,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","6/272","56/12275",0.00143663337620353,0.00959482684369374,0.00596965171682157,"Oda/SkpA/rpr/Pomp/Roc1a/sgg",6
"GO:2000243","BP","GO:2000243","positive regulation of reproductive process","6/272","56/12275",0.00143663337620353,0.00959482684369374,0.00596965171682157,"puc/Pvr/Gli/E2f1/kis/kuz",6
"GO:0007297","BP","GO:0007297","ovarian follicle cell migration","10/272","145/12275",0.00144448131334671,0.00961571384080802,0.00598264706319038,"puc/cindr/bun/par-1/Pvr/Gli/kis/kuz/kibra/Ras85D",10
"GO:0045927","BP","GO:0045927","positive regulation of growth","9/272","121/12275",0.00146652140131139,0.00973063222954822,0.00605414629583033,"Myc/bun/Arp3/InR/Pdk1/eIF4E1/kis/btsz/Rheb",9
"GO:0043066","BP","GO:0043066","negative regulation of apoptotic process","8/272","98/12275",0.0014753322814636,0.00975731122513427,0.00607074527300812,"SkpA/rpr/puc/bun/Pvr/Pdk1/mask/Ras85D",8
"GO:0030539","BP","GO:0030539","male genitalia development","4/272","23/12275",0.00149773300621085,0.00980991039759326,0.00610347111009601,"rpr/puc/Pvr/ken",4
"GO:0046627","BP","GO:0046627","negative regulation of insulin receptor signaling pathway","4/272","23/12275",0.00149773300621085,0.00980991039759326,0.00610347111009601,"SkpA/Roc1a/sgg/HDAC4",4
"GO:1900077","BP","GO:1900077","negative regulation of cellular response to insulin stimulus","4/272","23/12275",0.00149773300621085,0.00980991039759326,0.00610347111009601,"SkpA/Roc1a/sgg/HDAC4",4
"GO:0051403","BP","GO:0051403","stress-activated MAPK cascade","7/272","77/12275",0.00155604717693763,0.0101591926263524,0.00632078542858606,"SkpA/puc/sgg/Pvr/ben/Alg-2/Gadd45",7
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","8/272","99/12275",0.00157491497319379,0.0102495265188363,0.00637698882705675,"Arp3/mwh/Rpt4/Rpt3/Arpc5/CG6891/Arpc3A/LamC",8
"GO:0032434","BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","5/272","39/12275",0.00160037169005841,0.0103820290848694,0.00645942847747343,"SkpA/Pomp/Roc1a/sgg/crb",5
"GO:0009152","BP","GO:0009152","purine ribonucleotide biosynthetic process","7/272","78/12275",0.00167777327706992,0.0107938584898337,0.00671565802225136,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Adk2",7
"GO:2000145","BP","GO:2000145","regulation of cell motility","7/272","78/12275",0.00167777327706992,0.0107938584898337,0.00671565802225136,"puc/Sema1a/Pvr/Gli/Arl1/kis/kuz",7
"GO:0010942","BP","GO:0010942","positive regulation of cell death","8/272","100/12275",0.00167975117392109,0.0107938584898337,0.00671565802225136,"rpr/ben/E2f1/ft/kibra/Rheb/fwe/hid",8
"GO:0033043","BP","GO:0033043","regulation of organelle organization","19/272","405/12275",0.00171907976533516,0.0110118411383261,0.00685128115678096,"Eb1/Su(var)205/Moe/Arp3/Sirt1/Fis1/Gug/sgg/alpha-Spec/mask/mwh/Ncoa6/vig2/Arpc5/CG6891/Arpc3A/LamC/e(y)3/lncRNA:roX2",19
"GO:0042551","BP","GO:0042551","neuron maturation","6/272","58/12275",0.00172617070613733,0.0110226010294726,0.00685797568120557,"SkpA/Roc1a/Imp/InR/plum/kis",6
"GO:0046621","BP","GO:0046621","negative regulation of organ growth","4/272","24/12275",0.00176629576914235,0.0112435765054468,0.00699546087515589,"crb/ft/kibra/Fbxl7",4
"GO:0042058","BP","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","5/272","40/12275",0.00179638733023808,0.01136410245868,0.00707044898858007,"kek1/Mkp3/Gug/rho/sty",5
"GO:1901184","BP","GO:1901184","regulation of ERBB signaling pathway","5/272","40/12275",0.00179638733023808,0.01136410245868,0.00707044898858007,"kek1/Mkp3/Gug/rho/sty",5
"GO:0007409","BP","GO:0007409","axonogenesis","17/272","347/12275",0.00189247041684083,0.0119348676133275,0.00742556422315907,"lola/Moe/Sema1a/spen/sick/InR/wb/rho/ben/alpha-Spec/Psc/mirr/Pp1-87B/kis/AP-1sigma/kuz/Rheb",17
"GO:0035218","BP","GO:0035218","leg disc development","8/272","102/12275",0.0019059595786224,0.0119828384618945,0.00745541043749633,"GEFmeso/Gug/RhoGAP71E/rho/CG42674/sd/Ras85D/e(y)3",8
"GO:0007431","BP","GO:0007431","salivary gland development","9/272","126/12275",0.0019428140085696,0.0121396077774732,0.00755294822834291,"Trf2/rpr/Pvr/rho/Arl1/crb/shn/btsz/hid",9
"GO:0035272","BP","GO:0035272","exocrine system development","9/272","126/12275",0.0019428140085696,0.0121396077774732,0.00755294822834291,"Trf2/rpr/Pvr/rho/Arl1/crb/shn/btsz/hid",9
"GO:0010243","BP","GO:0010243","response to organonitrogen compound","11/272","177/12275",0.00196411602251601,0.0122351814613612,0.00761241168874705,"SkpA/Myc/Roc1a/Sirt1/Crtc/InR/sgg/Pdk1/Rpt4/Rheb/HDAC4",11
"GO:0030951","BP","GO:0030951","establishment or maintenance of microtubule cytoskeleton polarity","5/272","41/12275",0.0020094296207226,0.0123289401729275,0.00767074592057707,"jvl/Eb1/par-1/mago/cnc",5
"GO:0035088","BP","GO:0035088","establishment or maintenance of apical/basal cell polarity","5/272","41/12275",0.0020094296207226,0.0123289401729275,0.00767074592057707,"Moe/TBCB/crb/ft/Ras85D",5
"GO:0035206","BP","GO:0035206","regulation of hemocyte proliferation","5/272","41/12275",0.0020094296207226,0.0123289401729275,0.00767074592057707,"Cyt-b5/dl/E2f1/lwr/Ras85D",5
"GO:0061245","BP","GO:0061245","establishment or maintenance of bipolar cell polarity","5/272","41/12275",0.0020094296207226,0.0123289401729275,0.00767074592057707,"Moe/TBCB/crb/ft/Ras85D",5
"GO:1903364","BP","GO:1903364","positive regulation of cellular protein catabolic process","5/272","41/12275",0.0020094296207226,0.0123289401729275,0.00767074592057707,"SkpA/rpr/Pomp/Roc1a/sgg",5
"GO:0008064","BP","GO:0008064","regulation of actin polymerization or depolymerization","6/272","60/12275",0.00205797103634443,0.0124173497247908,0.0077257520443625,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:0030832","BP","GO:0030832","regulation of actin filament length","6/272","60/12275",0.00205797103634443,0.0124173497247908,0.0077257520443625,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:0051223","BP","GO:0051223","regulation of protein transport","6/272","60/12275",0.00205797103634443,0.0124173497247908,0.0077257520443625,"sgg/tral/rho/Snx3/Arl1/crb",6
"GO:0007317","BP","GO:0007317","regulation of pole plasm oskar mRNA localization","4/272","25/12275",0.0020665103371154,0.0124173497247908,0.0077257520443625,"par-1/mago/cnc/Syx1A",4
"GO:0035096","BP","GO:0035096","larval midgut cell programmed cell death","4/272","25/12275",0.0020665103371154,0.0124173497247908,0.0077257520443625,"Ubi-p63E/rpr/Atg8a/hid",4
"GO:0060281","BP","GO:0060281","regulation of oocyte development","4/272","25/12275",0.0020665103371154,0.0124173497247908,0.0077257520443625,"par-1/mago/cnc/Syx1A",4
"GO:1902742","BP","GO:1902742","apoptotic process involved in development","4/272","25/12275",0.0020665103371154,0.0124173497247908,0.0077257520443625,"lola/spin/E2f1/hid",4
"GO:0016477","BP","GO:0016477","cell migration","16/272","321/12275",0.00214799267990064,0.0128012755325279,0.00796462069667136,"puc/cindr/Sema1a/bun/par-1/Ostgamma/Pvr/spin/Gli/lwr/Arl1/kis/Arpc5/kuz/kibra/Ras85D",16
"GO:0046034","BP","GO:0046034","ATP metabolic process","10/272","153/12275",0.00215492343447368,0.0128012755325279,0.00796462069667136,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Hex-A/Eno/Tpi/ND-19",10
"GO:0006342","BP","GO:0006342","chromatin silencing","8/272","104/12275",0.00215554124087239,0.0128012755325279,0.00796462069667136,"Su(var)205/Sirt1/AGO1/Psc/vig2/LamC/e(y)3/lncRNA:roX2",8
"GO:0045814","BP","GO:0045814","negative regulation of gene expression, epigenetic","8/272","104/12275",0.00215554124087239,0.0128012755325279,0.00796462069667136,"Su(var)205/Sirt1/AGO1/Psc/vig2/LamC/e(y)3/lncRNA:roX2",8
"GO:0009880","BP","GO:0009880","embryonic pattern specification","13/272","234/12275",0.00216752876006466,0.0128350467565457,0.00798563227392243,"Moe/Myc/Gug/par-1/mago/sgg/arm/AGO1/cnc/Syx1A/kis/fs(1)h/Ras85D",13
"GO:0045664","BP","GO:0045664","regulation of neuron differentiation","11/272","180/12275",0.00224175426362392,0.013236096913049,0.00823515525065812,"Sema1a/Roc1a/Imp/InR/sgg/Prosap/kuz/sty/Rheb/Ras85D/mas",11
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","9/272","129/12275",0.00228321653240664,0.0134097731925865,0.00834321211475808,"SkpA/Roc1a/spen/sgg/CHOp24/arm/Prosap/Snx3/Pp1-87B",9
"GO:0042592","BP","GO:0042592","homeostatic process","21/272","479/12275",0.00228433544321429,0.0134097731925865,0.00834321211475808,"Su(var)205/Cnx99A/Myc/Mkp3/Culd/bun/InR/Pvr/rho/Hex-A/cnc/CG6523/crb/Eno/Tpi/Atox1/Rheb/fwe/Ras85D/CG30377/SNF4Agamma",21
"GO:0009798","BP","GO:0009798","axis specification","12/272","208/12275",0.00232770660648234,0.0136251102224268,0.0084771892141704,"jvl/Moe/dl/par-1/mago/TBCB/cnc/Syx1A/fs(1)h/sty/Ras85D/Pkc98E",12
"GO:0010507","BP","GO:0010507","negative regulation of autophagy","4/272","26/12275",0.00240019966489398,0.0139367430752744,0.00867107907016533,"InR/mask/Rheb/Ras85D",4
"GO:1902875","BP","GO:1902875","regulation of embryonic pattern specification","4/272","26/12275",0.00240019966489398,0.0139367430752744,0.00867107907016533,"par-1/mago/cnc/Syx1A",4
"GO:0006164","BP","GO:0006164","purine nucleotide biosynthetic process","7/272","83/12275",0.0024014711926467,0.0139367430752744,0.00867107907016533,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Adk2",7
"GO:0010506","BP","GO:0010506","regulation of autophagy","8/272","106/12275",0.00243013069491659,0.0139448668070125,0.00867613344476813,"Myc/InR/mask/Atg8a/Rheb/Ras85D/DOR/hid",8
"GO:0043069","BP","GO:0043069","negative regulation of programmed cell death","8/272","106/12275",0.00243013069491659,0.0139448668070125,0.00867613344476813,"SkpA/rpr/puc/bun/Pvr/Pdk1/mask/Ras85D",8
"GO:0030041","BP","GO:0030041","actin filament polymerization","6/272","62/12275",0.00243582168062137,0.0139448668070125,0.00867613344476813,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:0046328","BP","GO:0046328","regulation of JNK cascade","6/272","62/12275",0.00243582168062137,0.0139448668070125,0.00867613344476813,"SkpA/puc/sgg/Pvr/ben/Alg-2",6
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","11/272","182/12275",0.00244394572906405,0.0139448668070125,0.00867613344476813,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Hex-A/Adk2/Scsalpha1/Eno/Tpi",11
"GO:1901698","BP","GO:1901698","response to nitrogen compound","11/272","182/12275",0.00244394572906405,0.0139448668070125,0.00867613344476813,"SkpA/Myc/Roc1a/Sirt1/Crtc/InR/sgg/Pdk1/Rpt4/Rheb/HDAC4",11
"GO:0016049","BP","GO:0016049","cell growth","10/272","156/12275",0.00248469324707493,0.0140502775156014,0.00874171724609673,"Myc/Sema1a/bun/InR/Pdk1/arm/Mnt/eIF4E1/kuz/Rheb",10
"GO:0051964","BP","GO:0051964","negative regulation of synapse assembly","5/272","43/12275",0.00249000990826318,0.0140502775156014,0.00874171724609673,"SkpA/sgg/Mob2/Spn/plum",5
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","5/272","43/12275",0.00249000990826318,0.0140502775156014,0.00874171724609673,"SkpA/Pomp/Roc1a/sgg/crb",5
"GO:1905809","BP","GO:1905809","negative regulation of synapse organization","5/272","43/12275",0.00249000990826318,0.0140502775156014,0.00874171724609673,"SkpA/sgg/Mob2/Spn/plum",5
"GO:0046530","BP","GO:0046530","photoreceptor cell differentiation","12/272","210/12275",0.00251930375809676,0.0141763031912793,0.00882012714378744,"lola/Moe/bun/arm/rho/ben/Mob2/mask/AP-1sigma/crb/sty/Ras85D",12
"GO:0007525","BP","GO:0007525","somatic muscle development","7/272","84/12275",0.00257132260226181,0.014310885630621,0.00890386083728276,"lola/Gug/InR/akirin/sd/Ldh/Tpi",7
"GO:0045216","BP","GO:0045216","cell-cell junction organization","7/272","84/12275",0.00257132260226181,0.014310885630621,0.00890386083728276,"cindr/arm/Gli/pasi1/CG44325/crb/btsz",7
"GO:0048608","BP","GO:0048608","reproductive structure development","7/272","84/12275",0.00257132260226181,0.014310885630621,0.00890386083728276,"lola/rpr/puc/InR/wb/Pvr/ken",7
"GO:0061458","BP","GO:0061458","reproductive system development","7/272","84/12275",0.00257132260226181,0.014310885630621,0.00890386083728276,"lola/rpr/puc/InR/wb/Pvr/ken",7
"GO:0042632","BP","GO:0042632","cholesterol homeostasis","3/272","13/12275",0.0026101502794688,0.0144480329328205,0.00898919032174039,"InR/Rheb/SNF4Agamma",3
"GO:1904748","BP","GO:1904748","regulation of apoptotic process involved in development","3/272","13/12275",0.0026101502794688,0.0144480329328205,0.00898919032174039,"spin/E2f1/hid",3
"GO:0008544","BP","GO:0008544","epidermis development","6/272","63/12275",0.00264322427346564,0.0145520212028365,0.00905388911878417,"puc/spen/par-1/Gli/mwh/ft",6
"GO:0070201","BP","GO:0070201","regulation of establishment of protein localization","6/272","63/12275",0.00264322427346564,0.0145520212028365,0.00905388911878417,"sgg/tral/rho/Snx3/Arl1/crb",6
"GO:0009994","BP","GO:0009994","oocyte differentiation","11/272","184/12275",0.00266066387793793,0.0146085507260366,0.00908906031788131,"jvl/Moe/par-1/Gprk2/mago/TBCB/alpha-Spec/AGO1/cnc/Syx1A/Ras85D",11
"GO:0007298","BP","GO:0007298","border follicle cell migration","9/272","132/12275",0.00266947015099562,0.0146175018752099,0.0090946294900926,"puc/cindr/par-1/Pvr/Gli/kis/kuz/kibra/Ras85D",9
"GO:0009260","BP","GO:0009260","ribonucleotide biosynthetic process","7/272","85/12275",0.00275026337669803,0.0150195348480802,0.00934476394961037,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Adk2",7
"GO:1901889","BP","GO:1901889","negative regulation of cell junction assembly","5/272","44/12275",0.00275926601746135,0.0150284087635529,0.00935028506902187,"SkpA/sgg/Mob2/Spn/plum",5
"GO:1904580","BP","GO:1904580","regulation of intracellular mRNA localization","4/272","27/12275",0.00276916049484281,0.0150420798079862,0.00935879083730736,"par-1/mago/cnc/Syx1A",4
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","6/272","64/12275",0.00286359933780232,0.0155137017316578,0.00965222173212206,"Arp3/mwh/Arpc5/CG6891/Arpc3A/LamC",6
"GO:0051493","BP","GO:0051493","regulation of cytoskeleton organization","10/272","161/12275",0.0031233215652612,0.0168758780595147,0.0104997324153971,"Eb1/Moe/Arp3/sgg/alpha-Spec/mwh/Arpc5/CG6891/Arpc3A/LamC",10
"GO:0046390","BP","GO:0046390","ribose phosphate biosynthetic process","7/272","87/12275",0.003136678892344,0.0169032140309649,0.0105167401458707,"ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/Cyt-c1/ATPsynB/Adk2",7
"GO:0035069","BP","GO:0035069","larval midgut histolysis","4/272","28/12275",0.00317515899138392,0.0169758500405486,0.0105619323818932,"Ubi-p63E/rpr/Atg8a/hid",4
"GO:0040018","BP","GO:0040018","positive regulation of multicellular organism growth","4/272","28/12275",0.00317515899138392,0.0169758500405486,0.0105619323818932,"Myc/InR/Pdk1/btsz",4
"GO:0046622","BP","GO:0046622","positive regulation of organ growth","4/272","28/12275",0.00317515899138392,0.0169758500405486,0.0105619323818932,"Myc/InR/Pdk1/kis",4
"GO:0006955","BP","GO:0006955","immune response","15/272","304/12275",0.00322235993002169,0.0171127908655483,0.0106471334016072,"lola/Eb1/puc/Mkp3/dl/par-1/Gprk2/akirin/Pvr/mask/E2f1/lwr/Eip75B/kis/Spn88Ea",15
"GO:0040012","BP","GO:0040012","regulation of locomotion","8/272","111/12275",0.00323716759077747,0.0171127908655483,0.0106471334016072,"puc/Sema1a/Pvr/Gli/Arl1/kis/kuz/Rheb",8
"GO:0034401","BP","GO:0034401","chromatin organization involved in regulation of transcription","9/272","136/12275",0.00326308224974625,0.0171127908655483,0.0106471334016072,"Su(var)205/Sirt1/AGO1/Psc/vig2/tna/LamC/e(y)3/lncRNA:roX2",9
"GO:0048599","BP","GO:0048599","oocyte development","10/272","162/12275",0.00326549165609722,0.0171127908655483,0.0106471334016072,"jvl/Moe/par-1/Gprk2/mago/TBCB/alpha-Spec/cnc/Syx1A/Ras85D",10
"GO:0034314","BP","GO:0034314","Arp2/3 complex-mediated actin nucleation","3/272","14/12275",0.00326798018983716,0.0171127908655483,0.0106471334016072,"Arp3/Arpc5/Arpc3A",3
"GO:0055092","BP","GO:0055092","sterol homeostasis","3/272","14/12275",0.00326798018983716,0.0171127908655483,0.0106471334016072,"InR/Rheb/SNF4Agamma",3
"GO:0060261","BP","GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","3/272","14/12275",0.00326798018983716,0.0171127908655483,0.0106471334016072,"Sec13/Rpt4/Rpt3",3
"GO:2000144","BP","GO:2000144","positive regulation of DNA-templated transcription, initiation","3/272","14/12275",0.00326798018983716,0.0171127908655483,0.0106471334016072,"Sec13/Rpt4/Rpt3",3
"GO:0009408","BP","GO:0009408","response to heat","7/272","88/12275",0.00334479491423211,0.0173833756660655,0.010815484227033,"Hsp26/DnaJ-1/Sec13/Hsp68/CG5446/Hsp70Bc/Hsp23",7
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","6/272","66/12275",0.0033452544237102,0.0173833756660655,0.010815484227033,"SkpA/puc/sgg/Pvr/ben/Alg-2",6
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","6/272","66/12275",0.0033452544237102,0.0173833756660655,0.010815484227033,"SkpA/puc/sgg/Pvr/ben/Alg-2",6
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","5/272","46/12275",0.00336002126057584,0.0174156827170305,0.0108355848338913,"puc/Pvr/Gli/kis/kuz",5
"GO:0031098","BP","GO:0031098","stress-activated protein kinase signaling cascade","7/272","89/12275",0.00356328243766232,0.0183885056972841,0.0114408499907139,"SkpA/puc/sgg/Pvr/ben/Alg-2/Gadd45",7
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","6/272","67/12275",0.00360753674182604,0.0183885056972841,0.0114408499907139,"SkpA/kek1/puc/Mkp3/sgg/sty",6
"GO:0009135","BP","GO:0009135","purine nucleoside diphosphate metabolic process","4/272","29/12275",0.00361992674747713,0.0183885056972841,0.0114408499907139,"Hex-A/Adk2/Eno/Tpi",4
"GO:0009179","BP","GO:0009179","purine ribonucleoside diphosphate metabolic process","4/272","29/12275",0.00361992674747713,0.0183885056972841,0.0114408499907139,"Hex-A/Adk2/Eno/Tpi",4
"GO:0009185","BP","GO:0009185","ribonucleoside diphosphate metabolic process","4/272","29/12275",0.00361992674747713,0.0183885056972841,0.0114408499907139,"Hex-A/Adk2/Eno/Tpi",4
"GO:0042059","BP","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","4/272","29/12275",0.00361992674747713,0.0183885056972841,0.0114408499907139,"kek1/Mkp3/Gug/sty",4
"GO:0046031","BP","GO:0046031","ADP metabolic process","4/272","29/12275",0.00361992674747713,0.0183885056972841,0.0114408499907139,"Hex-A/Adk2/Eno/Tpi",4
"GO:1901185","BP","GO:1901185","negative regulation of ERBB signaling pathway","4/272","29/12275",0.00361992674747713,0.0183885056972841,0.0114408499907139,"kek1/Mkp3/Gug/sty",4
"GO:0008586","BP","GO:0008586","imaginal disc-derived wing vein morphogenesis","5/272","47/12275",0.00369324534728041,0.0187142805283835,0.011643538617768,"spen/Gug/rho/shn/Ras85D",5
"GO:0006888","BP","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","6/272","68/12275",0.00388479511639391,0.0195038959679076,0.012134816807669,"Sec13/loj/CHOp24/boca/Arl1/CG13887",6
"GO:0007611","BP","GO:0007611","learning or memory","10/272","166/12275",0.00388653003598759,0.0195038959679076,0.012134816807669,"sgg/Sap47/arm/Mob2/AGO1/Pp1-87B/kis/CrebB/HDAC4/Pkc98E",10
"GO:0050890","BP","GO:0050890","cognition","10/272","166/12275",0.00388653003598759,0.0195038959679076,0.012134816807669,"sgg/Sap47/arm/Mob2/AGO1/Pp1-87B/kis/CrebB/HDAC4/Pkc98E",10
"GO:0007411","BP","GO:0007411","axon guidance","14/272","280/12275",0.00388737445408467,0.0195038959679076,0.012134816807669,"lola/Moe/Sema1a/spen/InR/wb/alpha-Spec/Psc/mirr/Pp1-87B/kis/AP-1sigma/kuz/Rheb",14
"GO:0061162","BP","GO:0061162","establishment of monopolar cell polarity","3/272","15/12275",0.00401861056250878,0.0200635042054666,0.0124829904986083,"TBCB/mwh/ft",3
"GO:0061339","BP","GO:0061339","establishment or maintenance of monopolar cell polarity","3/272","15/12275",0.00401861056250878,0.0200635042054666,0.0124829904986083,"TBCB/mwh/ft",3
"GO:0035172","BP","GO:0035172","hemocyte proliferation","5/272","48/12275",0.00404951419489368,0.0200702199878307,0.012487168883729,"Cyt-b5/dl/E2f1/lwr/Ras85D",5
"GO:0035317","BP","GO:0035317","imaginal disc-derived wing hair organization","5/272","48/12275",0.00404951419489368,0.0200702199878307,0.012487168883729,"spen/par-1/Gli/mwh/ft",5
"GO:0040014","BP","GO:0040014","regulation of multicellular organism growth","5/272","48/12275",0.00404951419489368,0.0200702199878307,0.012487168883729,"Myc/InR/Pdk1/btsz/Ras85D",5
"GO:0008363","BP","GO:0008363","larval chitin-based cuticle development","4/272","30/12275",0.00410515714387676,0.0202966143254295,0.0126280255524467,"Sec13/sgg/arm/SrpRbeta",4
"GO:1903047","BP","GO:1903047","mitotic cell cycle process","16/272","343/12275",0.00412508513592602,0.0203457588907538,0.0126586020228238,"Eb1/puc/Moe/sgg/rho/eIF4E1/E2f1/Syx1A/mgr/Pp1-87B/Sep2/Wdr62/luna/Non2/Rheb/CHES-1-like",16
"GO:0023061","BP","GO:0023061","signal release","9/272","141/12275",0.00414615051895316,0.0203511050773677,0.0126619282810897,"Cirl/Arf102F/InR/CHOp24/CanB2/Snx3/Syx1A/Arl1/Arf51F",9
"GO:0030162","BP","GO:0030162","regulation of proteolysis","9/272","141/12275",0.00414615051895316,0.0203511050773677,0.0126619282810897,"SkpA/rpr/Pomp/Roc1a/sgg/crb/Spn88Ea/Spn55B/hid",9
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","6/272","69/12275",0.00417753695076767,0.0204068171911601,0.0126965909093128,"SkpA/kek1/puc/Mkp3/sgg/sty",6
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","6/272","69/12275",0.00417753695076767,0.0204068171911601,0.0126965909093128,"SkpA/Moe/sgg/ben/E2f1/SNF4Agamma",6
"GO:0051726","BP","GO:0051726","regulation of cell cycle","15/272","313/12275",0.00422694876545881,0.0204114990405582,0.0126995038342413,"SkpA/puc/Moe/cindr/east/sgg/ben/Mnt/E2f1/Prosbeta5/Sep2/Wdr62/Gadd45/SNF4Agamma/CHES-1-like",15
"GO:0009607","BP","GO:0009607","response to biotic stimulus","20/272","472/12275",0.00423561294440544,0.0204114990405582,0.0126995038342413,"lola/Eb1/Uev1A/dl/spen/par-1/Gprk2/sick/RNASEK/akirin/Pvr/ben/mask/E2f1/tyf/lwr/Eip75B/kis/Spn88Ea/Ras85D",20
"GO:0043207","BP","GO:0043207","response to external biotic stimulus","20/272","472/12275",0.00423561294440544,0.0204114990405582,0.0126995038342413,"lola/Eb1/Uev1A/dl/spen/par-1/Gprk2/sick/RNASEK/akirin/Pvr/ben/mask/E2f1/tyf/lwr/Eip75B/kis/Spn88Ea/Ras85D",20
"GO:0051707","BP","GO:0051707","response to other organism","20/272","472/12275",0.00423561294440544,0.0204114990405582,0.0126995038342413,"lola/Eb1/Uev1A/dl/spen/par-1/Gprk2/sick/RNASEK/akirin/Pvr/ben/mask/E2f1/tyf/lwr/Eip75B/kis/Spn88Ea/Ras85D",20
"GO:0042461","BP","GO:0042461","photoreceptor cell development","8/272","116/12275",0.00423861762108793,0.0204114990405582,0.0126995038342413,"lola/Moe/ben/Mob2/AP-1sigma/crb/sty/Ras85D",8
"GO:0051961","BP","GO:0051961","negative regulation of nervous system development","8/272","116/12275",0.00423861762108793,0.0204114990405582,0.0126995038342413,"SkpA/Sema1a/sgg/Mob2/Spn/plum/sd/kibra",8
"GO:0035315","BP","GO:0035315","hair cell differentiation","5/272","49/12275",0.00442968405005367,0.0212312150822573,0.0132095098359495,"spen/par-1/Gli/mwh/ft",5
"GO:0035316","BP","GO:0035316","non-sensory hair organization","5/272","49/12275",0.00442968405005367,0.0212312150822573,0.0132095098359495,"spen/par-1/Gli/mwh/ft",5
