"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","enrichment_factor"
"GO:0051168","GO:0051168","nuclear export","15/1975","64/12275",0.0804493680260116,0.137308687051148,0.0669284908678029,"Hel25E/Nxf3/edl/CG9915/swm/Abl/Mys45A/CG32409/CG3224/Nup358/Nxt1/thoc7/Dbp80/e(y)2/Moe",15,1.45668512658228
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint","11/1975","47/12275",0.123476190785523,0.195379724497619,0.095234106360086,"CHES-1-like/BuGZ/Mnn1/PhKgamma/Chro/grp/Bub3/CG5181/CG15237/Cdk1/Bub1",11,1.45461890654457
"GO:0019933","GO:0019933","cAMP-mediated signaling","11/1975","47/12275",0.123476190785523,0.195379724497619,0.095234106360086,"CG12290/rut/Gprk2/hang/dnc/CG16721/Pka-C1/rk/Galphas/Ac78C/Cirl",11,1.45461890654457
"GO:0048878","GO:0048878","chemical homeostasis","61/1975","261/12275",0.00128590295907515,0.00382981222212153,0.00186676864981005,"CG30377/Atox1/Myc/Cnx99A/Fer2LCH/Lpin/Vha100-1/Rheb/MtnA/Fer1HCH/Nhe2/EcR/trbl/PMCA/Pi3K92E/Best1/Hex-A/CG8177/Rab1/InR/hep/norpA/PyK/Rbcn-3B/foxo/Rab14/wrd/Desat1/SPoCk/Hnf4/Akt1/scaf6/fwe/Catsup/CG6523/uex/Scox/Stim/AdipoR/CG14184/Grx1/Uba1/EMRE/anne/SERCA/bmm/SNF4Agamma/NLaz/Tpi/slif/CkIalpha/endos/Npc2a/Eno/Dark/Nhe3/iPLA2-VIA/hppy/Gapdh2/SREBP/IscU",61,1.45259226926621
"GO:0043086","GO:0043086","negative regulation of catalytic activity","21/1975","90/12275",0.0463714513247822,0.0872642912332553,0.0425353081754736,"Spn55B/Spn42Da/sgg/Spn100A/Spn88Ea/Timp/sty/kek1/cer/aos/wts/CG9135/Cbl/BI-1/CG43366/Diap1/bsk/alph/endos/pcs/Spn77Ba",21,1.45021097046414
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","7/1975","30/12275",0.197289640917602,0.287847183585753,0.140305599097059,"DCP2/twin/Tis11/Rpb7/Pop2/CG2091/CG11486",7,1.45021097046413
"GO:0002803","GO:0002803","positive regulation of antibacterial peptide production","7/1975","30/12275",0.197289640917602,0.287847183585753,0.140305599097059,"Rel/spz/Parp/Gprk2/Tab2/Dredd/PGRP-LC",7,1.45021097046413
"GO:0006963","GO:0006963","positive regulation of antibacterial peptide biosynthetic process","7/1975","30/12275",0.197289640917602,0.287847183585753,0.140305599097059,"Rel/spz/Parp/Gprk2/Tab2/Dredd/PGRP-LC",7,1.45021097046413
"GO:0016073","GO:0016073","snRNA metabolic process","7/1975","30/12275",0.197289640917602,0.287847183585753,0.140305599097059,"Nop60B/bin3/CG7637/NHP2/IntS6/CycC/IntS4",7,1.45021097046413
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/1975","30/12275",0.197289640917602,0.287847183585753,0.140305599097059,"rpr/hid/CG14806/Diap1/Dredd/Dark/Jafrac2",7,1.45021097046413
"GO:0050000","GO:0050000","chromosome localization","7/1975","30/12275",0.197289640917602,0.287847183585753,0.140305599097059,"east/Chro/chb/Nnf1a/Klp10A/cana/Pp1-87B",7,1.45021097046413
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","38/1975","163/12275",0.010044694585641,0.0239329375953743,0.0116656522590959,"FASN1/ND-PDSW/ox/Scsalpha1/EcR/ND-19/ND-B22/ND-49/Atg17/PhKgamma/Rim2/Gbs-70E/ND-B18/foxo/ND-39/CG7430/GlyS/ND-75/CG5028/Sirup/SdhD/Cyt-c1/ND-15/SdhC/CG31648/CG5214/ScsbetaG/ND-20/ND-24/ND-B17.2/COX7A/UQCR-11/ACC/RFeSP/ND-SGDH/ND-B16.6/CG7766/kdn",38,1.44893997049002
"GO:0002790","GO:0002790","peptide secretion","20/1975","86/12275",0.0525616406934816,0.096827610299877,0.0471967649744731,"puc/CHOp24/pst/Snx3/Rab1/InR/Tango5/Crag/Ehbp1/Flo2/Akt1/p24-1/sel/CG5021/CaMKII/AdipoR/Hrs/S/dia/Tango1",20,1.44539299381807
"GO:0009062","GO:0009062","fatty acid catabolic process","10/1975","43/12275",0.142200488267463,0.219437520288531,0.106960618356313,"Lpin/CG4598/HIPP1/CG5044/Arc42/CG9577/SERCA/Pex16/Thiolase/CRAT",10,1.44539299381807
"GO:0045746","GO:0045746","negative regulation of Notch signaling pathway","10/1975","43/12275",0.142200488267463,0.219437520288531,0.106960618356313,"E(spl)malpha-BFM/Dl/Ser/Cbl/Nedd4/mahe/crb/Dap160/H/numb",10,1.44539299381807
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","10/1975","43/12275",0.142200488267463,0.219437520288531,0.106960618356313,"Hel25E/Nxf3/CG9915/Mys45A/CG32409/CG3224/Nxt1/thoc7/Dbp80/e(y)2",10,1.44539299381807
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","10/1975","43/12275",0.142200488267463,0.219437520288531,0.106960618356313,"Hel25E/Nxf3/CG9915/Mys45A/CG32409/CG3224/Nxt1/thoc7/Dbp80/e(y)2",10,1.44539299381807
"GO:0061025","GO:0061025","membrane fusion","13/1975","56/12275",0.105034171339675,0.170791605173313,0.0832490983100108,"Syx1A/Rab11/Pld/Opa1/Bet1/Syx7/alphaSnap/Rab7/Snx6/Snap29/Membrin/Snap24/car",13,1.44281193490054
"GO:0030537","GO:0030537","larval behavior","15/1975","65/12275",0.0897335593107683,0.148850317314698,0.0725542375869879,"tutl/S6k/EcR/Pi3K92E/dpn/klu/G9a/for/caz/Fmr1/Adf1/RanBPM/Smn/Khc/shi",15,1.43427458617332
"GO:0090174","GO:0090174","organelle membrane fusion","12/1975","52/12275",0.120337558054707,0.190636045815604,0.0929218909994455,"Syx1A/Rab11/Pld/Bet1/Syx7/alphaSnap/Rab7/Snx6/Snap29/Membrin/Snap24/car",12,1.43427458617332
"GO:0010466","GO:0010466","negative regulation of peptidase activity","9/1975","39/12275",0.164274269884133,0.247312125366034,0.120547560970354,"Spn55B/Spn42Da/Spn100A/Spn88Ea/Timp/cer/CG43366/Diap1/Spn77Ba",9,1.43427458617332
"GO:0000154","GO:0000154","rRNA modification","6/1975","26/12275",0.231319445007607,0.324997056509226,0.158413593457041,"Fib/Nop60B/CG4038/CG7637/NHP2/CG8545",6,1.43427458617332
"GO:0006826","GO:0006826","iron ion transport","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Sec61alpha/Fer2LCH/Fer1HCH",3,1.43427458617332
"GO:0008585","GO:0008585","female gonad development","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"InR/ct/hyd",3,1.43427458617332
"GO:0016074","GO:0016074","snoRNA metabolic process","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Trf4-1/Fib/Nop60B",3,1.43427458617332
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Mgstl/inaE/Desat1",3,1.43427458617332
"GO:0043144","GO:0043144","snoRNA processing","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Trf4-1/Fib/Nop60B",3,1.43427458617332
"GO:0046545","GO:0046545","development of primary female sexual characteristics","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"InR/ct/hyd",3,1.43427458617332
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"eIF4EHP/Dd/schlank",3,1.43427458617332
"GO:0048521","GO:0048521","negative regulation of behavior","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Pi3K92E/InR/trsn",3,1.43427458617332
"GO:0050975","GO:0050975","sensory perception of touch","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Fmr1/Rac1/Cdc42",3,1.43427458617332
"GO:0060401","GO:0060401","cytosolic calcium ion transport","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"Cnx99A/EMRE/SERCA",3,1.43427458617332
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","3/1975","13/12275",0.349710619553522,0.454151223501263,0.22136731963203,"FASN1/GlyS/ACC",3,1.43427458617332
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","61/1975","265/12275",0.00189471152179488,0.00547340011756978,0.00266790410462627,"CG12065/Pde8/b/Scsalpha1/Adk2/CG6145/kri/PlexA/Hex-A/rut/AdSS/Gapdh1/CG6767/dUTPase/PyK/Shmt/CG5065/Paics/Nadsyn/Pdhb/Pde11/Ahcy/ras/CG17896/Dg/Cyt-c1/Dak1/CG8306/Oscillin/Pmm2/Scox/CG8891/Dhod/mmy/e(r)/Hmgs/CG17691/Hmgcr/Pglym78/CG2846/Gmer/ScsbetaG/CG42813/Aprt/Uck/Tpi/Ac78C/CG8360/CG5757/CG11811/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/CG7069/Eno/CG6330/Gapdh2/AMPdeam/Gmd",61,1.43066634822068
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","83/1975","361/12275",0.000337208043303806,0.00114778133275664,0.000559464037544997,"Rcd2/insc/Eb1/sgg/jvl/ens/betaTub97EF/CCT6/CG17493/Prosbeta7/tsu/cnc/Ten-m/SRPK/sau/ft/futsch/stg/BuGZ/Rab11/Non1/cv-c/Nop17l/pk/PCNA/larp/foxo/Lam/Rok/par-1/Chro/capt/jar/grp/fwd/Rcd1/alpha-Spec/dlg1/Khc-73/Fmr1/sktl/chb/CG17816/cdc14/mlt/Bug22/Non3/CG6664/aPKC/Klp10A/SkpA/TBCB/mago/bond/Pka-C1/Rab6/alphaTub84D/Arp1/Mob4/Sgt1/egl/poly/DCTN1-p150/Pp2A-29B/Dlic/Khc/pont/ghi/Jupiter/Moe/tral/Pp1-87B/mgr/Non2/beta-Spec/baz/Kap3/bchs/egh/wdb/dia/shot/Patronin",83,1.42897717311266
"GO:0006066","GO:0006066","alcohol metabolic process","20/1975","87/12275",0.0583312696763779,0.105966635461246,0.051651407832033,"Idh/Pect/CG10082/Fdh/Sptr/CG7840/IP3K1/norpA/mld/woc/foxo/CG5028/pr/Pu/Inos/olf413/Tpi/CG6910/Hsl/usp",20,1.42877928124545
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","17/1975","74/12275",0.0769271445688338,0.133361971011394,0.0650047396900928,"CHES-1-like/trbl/stg/BuGZ/Mnn1/PhKgamma/Chro/grp/brm/cdc14/Bub3/CycA/CG5181/CG15237/Cdk1/Egfr/Bub1",17,1.42781388983921
"GO:0009617","GO:0009617","response to bacterium","62/1975","270/12275",0.00185955427033756,0.00538262546323614,0.00262365773715985,"Ets21C/insc/Thor/Jra/CG6426/CG17919/Rel/spz/Uev1A/EcR/scny/sick/Myd88/Fit1/Parp/Gprk2/Hsf/LanB1/Ars2/puf/Pp1alpha-96A/foxo/CG14411/Tab2/Src42A/sax/Rala/Crag/Rab14/Usp2/tyf/unc-45/Pli/Hr78/faf/Ance/Nxt1/TM9SF2/Dredd/TM9SF4/bsk/p38b/kug/EMRE/mtd/CSN8/Dif/akirin/slif/Phk-3/PGRP-LF/PGRP-LC/Npc2a/Ubc7/Myo61F/ben/CBP/Jafrac2/18w/HBS1/Sec31/Duox",62,1.42719174871074
"GO:0000075","GO:0000075","cell cycle checkpoint","14/1975","61/12275",0.102400848986437,0.166697711816995,0.0812536083669016,"CHES-1-like/gpp/nej/BuGZ/Mnn1/PhKgamma/Chro/grp/PR-Set7/Bub3/CG5181/CG15237/Cdk1/Bub1",14,1.42643702012866
"GO:0006839","GO:0006839","mitochondrial transport","25/1975","109/12275",0.0385722479706866,0.0753413217476216,0.036723684952836,"Tim17b/Tom7/colt/CG9240/Rim2/Hsp60A/Tom40/CG34132/Cyt-c1/Tom20/CG7394/Debcl/Tim23/CG7382/CG14894/CG3776/Tim9a/EMRE/ttm50/ATPsynbeta/ATPsynO/Porin2/Tim8/CG8728/CG31229",25,1.42550226454535
"GO:0017038","GO:0017038","protein import","22/1975","96/12275",0.0503629850978403,0.0933739460045488,0.0455133424306087,"Sec13/Tim17b/Tom7/sgg/Kap-alpha3/Tnpo/wts/Pen/Hsp60A/Fs(2)Ket/Nup358/Nxt1/Tom40/Tom20/CG7394/CG13926/Gp210/Tim23/CG7382/rdx/Ntf-2/ttm50",22,1.42431434599156
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","19/1975","83/12275",0.0661347780504554,0.116118492764594,0.0565997363275581,"Adk2/PlexA/rut/AdSS/CG6767/Paics/Pdhb/ras/Cyt-c1/Scox/CG17691/Aprt/Ac78C/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/AMPdeam",19,1.42275430837273
"GO:0051604","GO:0051604","protein maturation","21/1975","92/12275",0.0569900038294143,0.103595322219547,0.050495556588749,"CalpB/Spn42Da/SCAP/CG9240/Spase12/cer/rho/Fur1/SppL/Naa20A/sel/Diap1/Dredd/CG9804/Nct/MagR/CG46339/CG8728/S/CG6512/svr",21,1.41868464501926
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","34/1975","149/12275",0.0195288486844749,0.0423002785554779,0.0206184609860208,"Pde8/Scsalpha1/Adk2/Hex-A/rut/AdSS/Gapdh1/PyK/CG5065/Paics/Pdhb/Pde11/ras/Dg/Cyt-c1/CG8306/Scox/Hmgs/CG17691/Hmgcr/Pglym78/ScsbetaG/Aprt/Tpi/Ac78C/ATPsynG/ATPsynbeta/ATPsyngamma/ATPsynO/ATPsynB/CG7069/Eno/Gapdh2/AMPdeam",34,1.41823124628324
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","13/1975","57/12275",0.117038529603362,0.185600704536024,0.0904675102892062,"regucalcin/fbp/PhKgamma/sgl/GlyS/CG3038/ttv/Pgant7/Pgant5/Inos/Tpi/Pgant2/CG8668",13,1.41749944481457
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","13/1975","57/12275",0.117038529603362,0.185600704536024,0.0904675102892062,"Eb1/sgg/futsch/Lam/alpha-Spec/chb/CG17816/mlt/Jupiter/Moe/beta-Spec/shot/Patronin",13,1.41749944481457
"GO:0022410","GO:0022410","circadian sleep/wake cycle process","10/1975","44/12275",0.159039938548344,0.239682249260259,0.116828523928819,"EcR/CrebB/InR/mld/Fmr1/Pka-C1/Nipped-B/trsn/Nca/cyc",10,1.41254315304948
"GO:0009225","GO:0009225","nucleotide-sugar metabolic process","5/1975","22/12275",0.27340195463346,0.372066056843895,0.181356476581996,"Oscillin/Pmm2/mmy/Gmer/Gmd",5,1.41254315304948
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","5/1975","22/12275",0.27340195463346,0.372066056843895,0.181356476581996,"rpr/futsch/Naa20A/fwe/Debcl",5,1.41254315304948
"GO:0045450","GO:0045450","bicoid mRNA localization","5/1975","22/12275",0.27340195463346,0.372066056843895,0.181356476581996,"cnc/stau/Pka-C1/lsn/egl",5,1.41254315304948
"GO:0050919","GO:0050919","negative chemotaxis","5/1975","22/12275",0.27340195463346,0.372066056843895,0.181356476581996,"wun2/Sulf1/Wnt5/Sema1a/sli",5,1.41254315304948
"GO:0098781","GO:0098781","ncRNA transcription","5/1975","22/12275",0.27340195463346,0.372066056843895,0.181356476581996,"brat/Parp/Su(Tpl)/CG18600/Rpt4",5,1.41254315304948
"GO:0045333","GO:0045333","cellular respiration","30/1975","132/12275",0.0284020060952302,0.0587395864939374,0.0286314869267782,"ND-PDSW/ox/Scsalpha1/EcR/ND-19/ND-B22/ND-49/Rim2/ND-B18/ND-39/CG7430/ND-75/CG5028/Sirup/SdhD/Cyt-c1/ND-15/SdhC/CG31648/CG5214/ScsbetaG/ND-20/ND-24/ND-B17.2/COX7A/UQCR-11/RFeSP/ND-SGDH/ND-B16.6/kdn",30,1.41254315304948
"GO:0052547","GO:0052547","regulation of peptidase activity","17/1975","75/12275",0.0852239103840727,0.143083599940899,0.0697433616010735,"rpr/hid/Spn55B/Spn42Da/Spn100A/CG14806/Spn88Ea/Timp/REG/cer/hbs/CG43366/Diap1/Dredd/Dark/Jafrac2/Spn77Ba",17,1.40877637130802
"GO:0007051","GO:0007051","spindle organization","31/1975","137/12275",0.0277536984915527,0.0574399947962285,0.0279980258330924,"Eb1/sgg/SRPK/sau/BuGZ/Non1/cv-c/PCNA/larp/Lam/Rok/Chro/jar/grp/fwd/chb/Non3/Klp10A/bond/Mob4/DCTN1-p150/Pp2A-29B/pont/ghi/Moe/Pp1-87B/mgr/Non2/wdb/dia/Patronin",31,1.40635683267116
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","14/1975","62/12275",0.113658141371457,0.180438558135413,0.0879513208502753,"Tim17b/Tom7/Rim2/Hsp60A/Tom40/Cyt-c1/Tom20/CG7394/Tim23/CG7382/EMRE/ttm50/ATPsynbeta/ATPsynO",14,1.4034299714169
"GO:0045752","GO:0045752","positive regulation of Toll signaling pathway","7/1975","31/12275",0.221905491838453,0.312837913432891,0.152486851938919,"spz/Pitslre/Gprk2/Pli/Aos1/Hrs/Herc4",7,1.4034299714169
"GO:0006119","GO:0006119","oxidative phosphorylation","23/1975","102/12275",0.054225383995577,0.0996378470740907,0.0485665610909364,"ND-PDSW/ox/ND-19/ND-B22/ND-49/ND-B18/ND-39/srl/ND-75/SdhD/Cyt-c1/ND-15/SdhC/ND-20/ND-24/ND-B17.2/COX7A/UQCR-11/ATPsynbeta/ATPsynO/RFeSP/ND-SGDH/ND-B16.6",23,1.40146438322164
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","9/1975","40/12275",0.183607902834505,0.269659492548079,0.131440357285607,"Tim17b/Tom7/Hsp60A/Tom40/Tom20/CG7394/Tim23/CG7382/ttm50",9,1.39841772151899
"GO:0000819","GO:0000819","sister chromatid segregation","29/1975","129/12275",0.0351111546761582,0.0693800266835943,0.0338179657968119,"bel/eIF4E1/Eb1/sgg/Trf4-1/ph-p/BuGZ/Su(var)2-HP2/cv-c/pds5/vih/dmt/Rok/Mi-2/Chro/chb/Nnf1a/Bub3/CycA/Klp10A/corto/Nipped-B/DCTN1-p150/CG15237/cana/Moe/Rpn10/Pp1-87B/Bub1",29,1.39721322735747
"GO:0042745","GO:0042745","circadian sleep/wake cycle","11/1975","49/12275",0.153745534180977,0.232067212064794,0.113116719830038,"EcR/CrebB/InR/mld/ITP/Fmr1/Pka-C1/Nipped-B/trsn/Nca/cyc",11,1.39524670627745
"GO:0051188","GO:0051188","cofactor biosynthetic process","23/1975","103/12275",0.0595979305813747,0.108131424711204,0.0527065929092347,"regucalcin/Gclc/CG6145/Sptr/ND-39/Nadsyn/Pdhb/pr/CG3262/Ciao1/CG17691/CG2846/Dhfr/CG17683/MagR/CIAPIN1/Updo/bcn92/Pu/Gclm/Alas/Duox/IscU",23,1.3878579328991
"GO:0043087","GO:0043087","regulation of GTPase activity","20/1975","90/12275",0.0782491857503726,0.135328375835827,0.0659632260769409,"RhoGAP18B/sky/PlexA/PlexB/CG17883/Rgl/RhoGAP93B/RhoGAP19D/RN-tre/CG9135/Crag/strat/Crk/drongo/C3G/CenB1A/CG42684/CG5521/CG34408/mbc",20,1.38115330520394
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","18/1975","81/12275",0.0912833919221957,0.151247137305569,0.073722521606855,"Lsd-2/futsch/Rab1/sqh/g/pk/jar/Khc-73/Fmr1/Klp98A/ATP6AP2/Arp1/Mob4/DCTN1-p150/Dlic/Khc/Kap3/didum",18,1.38115330520394
"GO:0099111","GO:0099111","microtubule-based transport","18/1975","81/12275",0.0912833919221957,0.151247137305569,0.073722521606855,"Lsd-2/jvl/futsch/Rab1/g/pk/jar/Khc-73/Fmr1/Klp98A/ATP6AP2/Arp1/Mob4/DCTN1-p150/Dlic/Khc/Kap3/didum",18,1.38115330520394
"GO:0008202","GO:0008202","steroid metabolic process","12/1975","54/12275",0.148483912796295,0.226616792266659,0.110460017042185,"Eip75B/Cyp18a1/eIF4EHP/mld/woc/foxo/Hmgcr/CG9518/Npc2a/Hsl/usp/CG9503",12,1.38115330520394
"GO:0019722","GO:0019722","calcium-mediated signaling","10/1975","45/12275",0.176808482294737,0.261853968515013,0.127635704024515,"CanA-14F/sgg/Spn/norpA/Cad99C/SPoCk/olf186-F/P32/Pp2B-14D/Galphao",10,1.38115330520394
"GO:0019395","GO:0019395","fatty acid oxidation","8/1975","36/12275",0.212723955458935,0.300629001758877,0.146535851670629,"CG4598/HIPP1/CG5044/AdipoR/CG9577/SERCA/Thiolase/CRAT",8,1.38115330520394
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","6/1975","27/12275",0.260011602226918,0.356449571669142,0.173744519845302,"scb/ft/mew/kirre/hbs/glec",6,1.38115330520394
"GO:0009112","GO:0009112","nucleobase metabolic process","6/1975","27/12275",0.260011602226918,0.356449571669142,0.173744519845302,"b/Shmt/CG17896/Dak1/Dhod/Aprt",6,1.38115330520394
"GO:0015748","GO:0015748","organophosphate ester transport","6/1975","27/12275",0.260011602226918,0.356449571669142,0.173744519845302,"Rim2/CG13784/prel/scramb2/ATP8B/CG33298",6,1.38115330520394
"GO:0016125","GO:0016125","sterol metabolic process","6/1975","27/12275",0.260011602226918,0.356449571669142,0.173744519845302,"mld/woc/foxo/Hmgcr/Hsl/usp",6,1.38115330520394
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","6/1975","27/12275",0.260011602226918,0.356449571669142,0.173744519845302,"rpr/hid/CG14806/Dredd/Dark/Jafrac2",6,1.38115330520394
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"twin/Rpb7/Pop2/CG11486",4,1.38115330520394
"GO:0007032","GO:0007032","endosome organization","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"TSG101/lsn/Vps24/car",4,1.38115330520394
"GO:0010002","GO:0010002","cardioblast differentiation","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"Abd-B/EcR/lqf/pyr",4,1.38115330520394
"GO:0018991","GO:0018991","oviposition","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"Gadd45/loj/ash1/egh",4,1.38115330520394
"GO:0042398","GO:0042398","cellular modified amino acid biosynthetic process","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"Gclc/Dhfr/Pu/Gclm",4,1.38115330520394
"GO:0045851","GO:0045851","pH reduction","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"Vha100-1/CG8177/Rbcn-3B/Rab14",4,1.38115330520394
"GO:0051205","GO:0051205","protein insertion into membrane","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"CG34132/CG1598/CG3776/CG31229",4,1.38115330520394
"GO:0051452","GO:0051452","intracellular pH reduction","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"Vha100-1/CG8177/Rbcn-3B/Rab14",4,1.38115330520394
"GO:0055070","GO:0055070","copper ion homeostasis","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"CG30377/Atox1/Scox/Grx1",4,1.38115330520394
"GO:0055072","GO:0055072","iron ion homeostasis","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"Fer2LCH/Fer1HCH/CG6523/IscU",4,1.38115330520394
"GO:0071479","GO:0071479","cellular response to ionizing radiation","4/1975","18/12275",0.326737556493089,0.429737397522617,0.209467267536628,"rpr/hid/Pvf1/Tie",4,1.38115330520394
"GO:0008298","GO:0008298","intracellular mRNA localization","23/1975","104/12275",0.06533409178621,0.114782563448899,0.055948563157632,"Syx1A/jvl/tsu/Rop/cnc/Pat1/stau/spoon/SmD3/Rab11/enc/par-1/aPKC/mago/Pka-C1/Rab6/glo/lsn/egl/rump/Khc/didum/tud",23,1.37451314508277
"GO:0022900","GO:0022900","electron transport chain","21/1975","95/12275",0.0759469704994863,0.131741947021672,0.0642150900100159,"ND-PDSW/ox/ND-19/ND-B22/ND-49/ND-B18/ND-39/ND-75/SdhD/Cyt-c1/ND-15/SdhC/ND-18/ND-20/ND-24/ND-B17.2/COX7A/UQCR-11/RFeSP/ND-SGDH/ND-B16.6",21,1.37388407728181
"GO:0044092","GO:0044092","negative regulation of molecular function","26/1975","118/12275",0.0547198608356586,0.100418433347679,0.048947042926466,"Spn55B/Spn42Da/sgg/Spn100A/Spn88Ea/Timp/sty/kek1/cact/cer/edl/aos/wts/pds5/CG9135/BRWD3/Cbl/BI-1/CG43366/Nedd4/Diap1/bsk/alph/endos/pcs/Spn77Ba",26,1.36944861617679
"GO:0006486","GO:0006486","protein glycosylation","22/1975","100/12275",0.0736755868473154,0.127955853542657,0.0623696312245822,"CG33774/Stt3A/CG7840/rt/Stt3B/fng/tw/CG33977/Ostgamma/CG34056/wol/Alg11/Pmm2/mmy/CG3038/ttv/Alg2/O-fut1/Uggt/Tollo/meigo/CG8668",22,1.3673417721519
"GO:0043413","GO:0043413","macromolecule glycosylation","22/1975","100/12275",0.0736755868473154,0.127955853542657,0.0623696312245822,"CG33774/Stt3A/CG7840/rt/Stt3B/fng/tw/CG33977/Ostgamma/CG34056/wol/Alg11/Pmm2/mmy/CG3038/ttv/Alg2/O-fut1/Uggt/Tollo/meigo/CG8668",22,1.3673417721519
"GO:0022904","GO:0022904","respiratory electron transport chain","20/1975","91/12275",0.0857881068013946,0.143083599940899,0.0697433616010735,"ND-PDSW/ox/ND-19/ND-B22/ND-49/ND-B18/ND-39/ND-75/SdhD/Cyt-c1/ND-15/SdhC/ND-20/ND-24/ND-B17.2/COX7A/UQCR-11/RFeSP/ND-SGDH/ND-B16.6",20,1.36597579635554
"GO:0006470","GO:0006470","protein dephosphorylation","28/1975","128/12275",0.0515802556017562,0.0950804839513191,0.0463451616828271,"puc/Mkp3/CG42327/PRL-1/janA/CanB2/Ptp61F/stg/Ptp4E/Dd/Pp1alpha-96A/cdc14/wrd/CG5830/CG7115/CG10417/Pp2A-29B/alph/Pp2B-14D/endos/ttm50/Pp1-87B/Ptpmeg2/Pp2C1/Pdp/wdb/Sur-8/csw",28,1.35957278481013
"GO:0046148","GO:0046148","pigment biosynthetic process","14/1975","64/12275",0.138261331196928,0.214651275089253,0.104627654761726,"Cnx99A/e/g/Shmt/or/EMC3/pr/Aprt/Updo/cm/Pu/Alas/car/PAPLA1",14,1.35957278481013
"GO:0006406","GO:0006406","mRNA export from nucleus","7/1975","32/12275",0.247523025343656,0.345406041658161,0.168361562558609,"Hel25E/Nxf3/CG9915/Nxt1/thoc7/Dbp80/e(y)2",7,1.35957278481013
"GO:0006635","GO:0006635","fatty acid beta-oxidation","7/1975","32/12275",0.247523025343656,0.345406041658161,0.168361562558609,"CG4598/HIPP1/CG5044/CG9577/SERCA/Thiolase/CRAT",7,1.35957278481013
"GO:0035690","GO:0035690","cellular response to drug","7/1975","32/12275",0.247523025343656,0.345406041658161,0.168361562558609,"Pde8/slpr/Pka-C1/Drat/Galphas/Akap200/Pka-R2",7,1.35957278481013
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","7/1975","32/12275",0.247523025343656,0.345406041658161,0.168361562558609,"Hel25E/Nxf3/CG9915/Nxt1/thoc7/Dbp80/e(y)2",7,1.35957278481013
