"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030031","GO:0030031","cell projection assembly","5/284","184/12275",0.42218252494549,0.52872701073615,0.370382278235426,"Rho1/Arp3/Arpc4/shg/alphaTub84D",5
"GO:0000038","GO:0000038","very long-chain fatty acid metabolic process","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"bond",1
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Dg",1
"GO:0006446","GO:0006446","regulation of translational initiation","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"eIF3j",1
"GO:0007354","GO:0007354","zygotic determination of anterior/posterior axis, embryo","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Ras85D",1
"GO:0010528","GO:0010528","regulation of transposition","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"mago",1
"GO:0015985","GO:0015985","energy coupled proton transport, down electrochemical gradient","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Cyt-c1",1
"GO:0015986","GO:0015986","ATP synthesis coupled proton transport","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Cyt-c1",1
"GO:0032007","GO:0032007","negative regulation of TOR signaling","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Rheb",1
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Arpc4",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"kek1",1
"GO:0042023","GO:0042023","DNA endoreduplication","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"SkpA",1
"GO:0048580","GO:0048580","regulation of post-embryonic development","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"lwr",1
"GO:0097352","GO:0097352","autophagosome maturation","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"lft",1
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","1/284","24/12275",0.430121759098948,0.533953528337343,0.37404354285225,"Tpi",1
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","5/284","187/12275",0.435868677730944,0.540749578309952,0.378804291633274,"Tpi/Dg/CG4598/Gapdh1/bond",5
"GO:0048638","GO:0048638","regulation of developmental growth","6/284","229/12275",0.437278719671333,0.542160061553776,0.379792359174089,"SkpA/Arp3/Rheb/Ras85D/hid/Pdk1",6
"GO:0001737","GO:0001737","establishment of imaginal disc-derived wing hair orientation","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"ATP6AP2",1
"GO:0006026","GO:0006026","aminoglycan catabolic process","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"Cht10",1
"GO:0007448","GO:0007448","anterior/posterior pattern specification, imaginal disc","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"Pka-C1",1
"GO:0008052","GO:0008052","sensory organ boundary specification","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"Rab11",1
"GO:0016199","GO:0016199","axon midline choice point recognition","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"PlexA",1
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"kek1",1
"GO:0031060","GO:0031060","regulation of histone methylation","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"Su(var)205",1
"GO:0032196","GO:0032196","transposition","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"mago",1
"GO:0048864","GO:0048864","stem cell development","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"arm",1
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"Ras85D",1
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"mbf1",1
"GO:0099173","GO:0099173","postsynapse organization","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"p120ctn",1
"GO:1902742","GO:1902742","apoptotic process involved in development","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"hid",1
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","1/284","25/12275",0.443332551721257,0.544901000103216,0.381712433321675,"aop",1
"GO:0007517","GO:0007517","muscle organ development","3/284","106/12275",0.445792595568066,0.547004591298469,0.383186034790018,"ed/Dg/mbl",3
"GO:0006816","GO:0006816","calcium ion transport","2/284","65/12275",0.445870744947568,0.547004591298469,0.383186034790018,"PMCA/fwe",2
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","2/284","65/12275",0.445870744947568,0.547004591298469,0.383186034790018,"RpS14a/RpS14b",2
"GO:0042127","GO:0042127","regulation of cell population proliferation","6/284","232/12275",0.44958839210846,0.551224804407222,0.386142365966825,"E(spl)mbeta-HLH/Cyt-b5/lwr/Ras85D/E(spl)m3-HLH/bun",6
"GO:0008582","GO:0008582","regulation of synaptic growth at neuromuscular junction","3/284","107/12275",0.451862185029079,0.553227076313548,0.387544991547235,"SkpA/Arp3/Rheb",3
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","3/284","107/12275",0.451862185029079,0.553227076313548,0.387544991547235,"hid/rpr/RhoGAP18B",3
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","2/284","66/12275",0.453673100220188,0.553227076313548,0.387544991547235,"Pka-C1/rk",2
"GO:0046620","GO:0046620","regulation of organ growth","2/284","66/12275",0.453673100220188,0.553227076313548,0.387544991547235,"hid/Pdk1",2
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus","6/284","233/12275",0.453679304413742,0.553227076313548,0.387544991547235,"Uev1A/Nipped-B/Rad23/Parp/hid/rpr",6
"GO:0001672","GO:0001672","regulation of chromatin assembly or disassembly","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Su(var)205",1
"GO:0006576","GO:0006576","cellular biogenic amine metabolic process","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Ddc",1
"GO:0017004","GO:0017004","cytochrome complex assembly","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"ox",1
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"kek1",1
"GO:0030433","GO:0030433","ubiquitin-dependent ERAD pathway","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Rpt4",1
"GO:0033227","GO:0033227","dsRNA transport","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Arl1",1
"GO:0043405","GO:0043405","regulation of MAP kinase activity","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Gadd45",1
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Pka-C1",1
"GO:0048070","GO:0048070","regulation of developmental pigmentation","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Ddc",1
"GO:0051303","GO:0051303","establishment of chromosome localization","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Pp1-87B",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"kek1",1
"GO:0071396","GO:0071396","cellular response to lipid","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"Sec13",1
"GO:1903706","GO:1903706","regulation of hemopoiesis","1/284","26/12275",0.456238148073188,0.553227076313548,0.387544991547235,"lwr",1
"GO:0005996","GO:0005996","monosaccharide metabolic process","2/284","67/12275",0.461412502588191,0.558477937583878,0.391223309318999,"Tpi/Gapdh1",2
"GO:0009620","GO:0009620","response to fungus","2/284","67/12275",0.461412502588191,0.558477937583878,0.391223309318999,"shg/Rab6",2
"GO:0031146","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","2/284","67/12275",0.461412502588191,0.558477937583878,0.391223309318999,"SkpA/Roc1a",2
"GO:0016311","GO:0016311","dephosphorylation","5/284","194/12275",0.467503960287633,0.563011775756202,0.394399340195648,"Pp1-87B/CanB2/janA/PRL-1/puc",5
"GO:0006754","GO:0006754","ATP biosynthetic process","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"Cyt-c1",1
"GO:0007398","GO:0007398","ectoderm development","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"peb",1
"GO:0007469","GO:0007469","antennal development","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"hid",1
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"Gprk1",1
"GO:0009629","GO:0009629","response to gravity","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"l(3)L1231",1
"GO:0010171","GO:0010171","body morphogenesis","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"p120ctn",1
"GO:0016198","GO:0016198","axon choice point recognition","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"PlexA",1
"GO:0016999","GO:0016999","antibiotic metabolic process","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"Fdh",1
"GO:0042332","GO:0042332","gravitaxis","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"l(3)L1231",1
"GO:0070252","GO:0070252","actin-mediated cell contraction","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"Rho1",1
"GO:0090307","GO:0090307","mitotic spindle assembly","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"Non2",1
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","1/284","27/12275",0.468845574471034,0.563011775756202,0.394399340195648,"Kank",1
"GO:0007349","GO:0007349","cellularization","3/284","110/12275",0.469903831332549,0.563941417893053,0.395050570349582,"Rho1/Rab11/Sep2",3
"GO:0042445","GO:0042445","hormone metabolic process","2/284","69/12275",0.476697463245335,0.571403662163038,0.400277999584979,"bond/rho",2
"GO:0045787","GO:0045787","positive regulation of cell cycle","2/284","69/12275",0.476697463245335,0.571403662163038,0.400277999584979,"SkpA/Nipped-B",2
"GO:0006289","GO:0006289","nucleotide-excision repair","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Rad23",1
"GO:0006821","GO:0006821","chloride transport","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"icln",1
"GO:0035051","GO:0035051","cardiocyte differentiation","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"lqf",1
"GO:0040018","GO:0040018","positive regulation of multicellular organism growth","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Pdk1",1
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Dg",1
"GO:0046622","GO:0046622","positive regulation of organ growth","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Pdk1",1
"GO:0051098","GO:0051098","regulation of binding","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Nipped-B",1
"GO:0060966","GO:0060966","regulation of gene silencing by RNA","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Dg",1
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Arp3",1
"GO:1901570","GO:1901570","fatty acid derivative biosynthetic process","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"CG8306",1
"GO:1902652","GO:1902652","secondary alcohol metabolic process","1/284","28/12275",0.481161696029674,0.572948990173307,0.401360528181858,"Idh",1
"GO:0015931","GO:0015931","nucleobase-containing compound transport","3/284","112/12275",0.481783246486881,0.573345170429531,0.401638059200536,"Hel25E/Arl1/Tom20",3
"GO:0045055","GO:0045055","regulated exocytosis","2/284","70/12275",0.484240755088313,0.575579580149881,0.403203301274291,"Syb/Rip11",2
"GO:0052548","GO:0052548","regulation of endopeptidase activity","2/284","70/12275",0.484240755088313,0.575579580149881,0.403203301274291,"hid/rpr",2
"GO:1902275","GO:1902275","regulation of chromatin organization","3/284","113/12275",0.487675899443099,0.579315775221156,0.405820569570276,"Su(var)205/lncRNA:roX2/lncRNA:roX1",3
"GO:0006333","GO:0006333","chromatin assembly or disassembly","4/284","156/12275",0.489072849516293,0.58062775495804,0.406739633726406,"Su(var)205/Dp1/CG8223/Set",4
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","2/284","71/12275",0.491716554155063,0.582720811938985,0.40820585579817,"Nipped-B/cv-c",2
"GO:0008587","GO:0008587","imaginal disc-derived wing margin morphogenesis","2/284","71/12275",0.491716554155063,0.582720811938985,0.40820585579817,"Fkbp14/arm",2
"GO:0035214","GO:0035214","eye-antennal disc development","2/284","71/12275",0.491716554155063,0.582720811938985,0.40820585579817,"Ras85D/hid",2
"GO:0008347","GO:0008347","glial cell migration","1/284","29/12275",0.493193220348085,0.583078345676562,0.408456314272167,"Rho1",1
"GO:0046330","GO:0046330","positive regulation of JNK cascade","1/284","29/12275",0.493193220348085,0.583078345676562,0.408456314272167,"Alg-2",1
"GO:0051260","GO:0051260","protein homooligomerization","1/284","29/12275",0.493193220348085,0.583078345676562,0.408456314272167,"aop",1
"GO:0070868","GO:0070868","heterochromatin organization involved in chromatin silencing","1/284","29/12275",0.493193220348085,0.583078345676562,0.408456314272167,"Su(var)205",1
"GO:0048284","GO:0048284","organelle fusion","2/284","72/12275",0.499123937951522,0.589738700496292,0.413122006286942,"Rab11/Bet1",2
"GO:0002803","GO:0002803","positive regulation of antibacterial peptide production","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Parp",1
"GO:0006414","GO:0006414","translational elongation","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Srp9",1
"GO:0006963","GO:0006963","positive regulation of antibacterial peptide biosynthetic process","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Parp",1
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Eb1",1
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"TBCB",1
"GO:0035011","GO:0035011","melanotic encapsulation of foreign target","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Eb1",1
"GO:0044550","GO:0044550","secondary metabolite biosynthetic process","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"bond",1
"GO:0050000","GO:0050000","chromosome localization","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Pp1-87B",1
"GO:0072384","GO:0072384","organelle transport along microtubule","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"Arp1",1
"GO:1901215","GO:1901215","negative regulation of neuron death","1/284","30/12275",0.504946701110876,0.592633140129661,0.415149610558813,"rpr",1
"GO:0042440","GO:0042440","pigment metabolic process","3/284","116/12275",0.50515630886619,0.592633140129661,0.415149610558813,"Rho1/Eb1/Culd",3
"GO:0051961","GO:0051961","negative regulation of nervous system development","3/284","116/12275",0.50515630886619,0.592633140129661,0.415149610558813,"SkpA/aop/ed",3
"GO:0042157","GO:0042157","lipoprotein metabolic process","2/284","73/12275",0.506462062380756,0.593814054238512,0.415976861009717,"CG18815/stv",2
"GO:0018193","GO:0018193","peptidyl-amino acid modification","9/284","377/12275",0.509896322749221,0.597487721757499,0.418550327690127,"Su(var)205/Ostgamma/Fdh/lwr/CG33303/Pka-C1/CkIIalpha/kek1/Pdk1",9
"GO:0007018","GO:0007018","microtubule-based movement","4/284","161/12275",0.513783662803306,0.599830693441446,0.420191619268806,"Rab1/robl/ATP6AP2/Arp1",4
"GO:0007062","GO:0007062","sister chromatid cohesion","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Nipped-B",1
"GO:0007526","GO:0007526","larval somatic muscle development","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"akirin",1
"GO:0007603","GO:0007603","phototransduction, visible light","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Gprk1",1
"GO:0008293","GO:0008293","torso signaling pathway","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Ras85D",1
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Cyt-c1",1
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Cyt-c1",1
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Cyt-c1",1
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Alg-2",1
"GO:0045185","GO:0045185","maintenance of protein location","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Parp",1
"GO:0061983","GO:0061983","meiosis II cell cycle process","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"bond",1
"GO:0070050","GO:0070050","neuron cellular homeostasis","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"fwe",1
"GO:0070304","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Alg-2",1
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"Ras85D",1
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","1/284","31/12275",0.516428541607774,0.599830693441446,0.420191619268806,"CG8306",1
"GO:0051129","GO:0051129","negative regulation of cellular component organization","4/284","162/12275",0.518660732957673,0.602071084749111,0.421761051546375,"SkpA/Kank/lncRNA:roX2/lncRNA:roX1",4
"GO:0052547","GO:0052547","regulation of peptidase activity","2/284","75/12275",0.520927530173476,0.604349004906107,0.423356773422229,"hid/rpr",2
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport","3/284","119/12275",0.52232552561108,0.605616920758174,0.424244970076387,"Arl1/prtp/Rab11",3
"GO:0001775","GO:0001775","cell activation","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"prage",1
"GO:0006406","GO:0006406","mRNA export from nucleus","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"Hel25E",1
"GO:0006635","GO:0006635","fatty acid beta-oxidation","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"CG4598",1
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"Cyt-c1",1
"GO:0009453","GO:0009453","energy taxis","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"ATP6AP2",1
"GO:0032147","GO:0032147","activation of protein kinase activity","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"Gadd45",1
"GO:0035690","GO:0035690","cellular response to drug","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"Pka-C1",1
"GO:0042331","GO:0042331","phototaxis","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"ATP6AP2",1
"GO:0044719","GO:0044719","regulation of imaginal disc-derived wing size","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"mav",1
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","1/284","32/12275",0.527644998172899,0.607644229812078,0.425665134605199,"Hel25E",1
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","3/284","120/12275",0.52797641839011,0.607644229812078,0.425665134605199,"RpS14a/RpS14b/icln",3
"GO:0050768","GO:0050768","negative regulation of neurogenesis","2/284","76/12275",0.528053549836692,0.607644229812078,0.425665134605199,"aop/ed",2
"GO:0051783","GO:0051783","regulation of nuclear division","2/284","76/12275",0.528053549836692,0.607644229812078,0.425665134605199,"Nipped-B/cv-c",2
"GO:0019752","GO:0019752","carboxylic acid metabolic process","9/284","383/12275",0.529081007575379,0.608473812304245,0.42624627127345,"Idh/Tpi/Dg/CG6287/Scsalpha1/CG4598/Gapdh1/bond/Ddc",9
"GO:0006397","GO:0006397","mRNA processing","8/284","341/12275",0.534739355691341,0.614625142470939,0.430555382847202,"Hel25E/mago/SC35/Sf3b6/icln/Rm62/mbl/Rbp1-like",8
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Rheb",1
"GO:0002778","GO:0002778","antibacterial peptide production","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Parp",1
"GO:0002780","GO:0002780","antibacterial peptide biosynthetic process","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Parp",1
"GO:0002786","GO:0002786","regulation of antibacterial peptide production","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Parp",1
"GO:0002808","GO:0002808","regulation of antibacterial peptide biosynthetic process","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Parp",1
"GO:0003382","GO:0003382","epithelial cell morphogenesis","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"colt",1
"GO:0007300","GO:0007300","ovarian nurse cell to oocyte transport","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Catsup",1
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Cyt-c1",1
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Cyt-c1",1
"GO:0035195","GO:0035195","gene silencing by miRNA","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Dg",1
"GO:0048134","GO:0048134","germ-line cyst formation","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"eIF4E1",1
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","1/284","33/12275",0.538602183545675,0.6147931767327,0.43067309371014,"Kank",1
"GO:0007274","GO:0007274","neuromuscular synaptic transmission","2/284","78/12275",0.54208935488694,0.617353625617083,0.432466731772593,"cv-c/Syx18",2
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","2/284","78/12275",0.54208935488694,0.617353625617083,0.432466731772593,"Cyt-c1/Adk2",2
"GO:0009581","GO:0009581","detection of external stimulus","2/284","78/12275",0.54208935488694,0.617353625617083,0.432466731772593,"Gprk1/Rab6",2
"GO:0009582","GO:0009582","detection of abiotic stimulus","2/284","78/12275",0.54208935488694,0.617353625617083,0.432466731772593,"Gprk1/Rab6",2
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","3/284","123/12275",0.544704484872572,0.619976148206454,0.434303853522856,"RpS14a/RpS14b/icln",3
"GO:0002683","GO:0002683","negative regulation of immune system process","2/284","79/12275",0.54899820788431,0.622358760991978,0.435972914368502,"lwr/Pvf2",2
"GO:0016319","GO:0016319","mushroom body development","2/284","79/12275",0.54899820788431,0.622358760991978,0.435972914368502,"robl/bun",2
"GO:0006904","GO:0006904","vesicle docking involved in exocytosis","1/284","34/12275",0.549306070155136,0.622358760991978,0.435972914368502,"Syb",1
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","1/284","34/12275",0.549306070155136,0.622358760991978,0.435972914368502,"cv-c",1
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","1/284","34/12275",0.549306070155136,0.622358760991978,0.435972914368502,"rk",1
"GO:0010959","GO:0010959","regulation of metal ion transport","1/284","34/12275",0.549306070155136,0.622358760991978,0.435972914368502,"crok",1
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","1/284","34/12275",0.549306070155136,0.622358760991978,0.435972914368502,"cv-c",1
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","1/284","34/12275",0.549306070155136,0.622358760991978,0.435972914368502,"Ras85D",1
"GO:0031123","GO:0031123","RNA 3'-end processing","2/284","80/12275",0.555833839043584,0.629395419567321,0.440902213574669,"SC35/Rbp1-like",2
"GO:0007097","GO:0007097","nuclear migration","1/284","35/12275",0.559762493329382,0.632041268065315,0.442755675521295,"Arp1",1
"GO:0036503","GO:0036503","ERAD pathway","1/284","35/12275",0.559762493329382,0.632041268065315,0.442755675521295,"Rpt4",1
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","1/284","35/12275",0.559762493329382,0.632041268065315,0.442755675521295,"cv-c",1
"GO:0045924","GO:0045924","regulation of female receptivity","1/284","35/12275",0.559762493329382,0.632041268065315,0.442755675521295,"mbl",1
"GO:1905818","GO:1905818","regulation of chromosome separation","1/284","35/12275",0.559762493329382,0.632041268065315,0.442755675521295,"cv-c",1
"GO:0035222","GO:0035222","wing disc pattern formation","2/284","81/12275",0.562595927594125,0.634879429377111,0.444743855870165,"peb/capt",2
"GO:0070482","GO:0070482","response to oxygen levels","2/284","82/12275",0.569284206567327,0.641749660548646,0.449556569844763,"CG33129/Hsp70Bc",2
"GO:0007494","GO:0007494","midgut development","1/284","36/12275",0.56997715443187,0.641749660548646,0.449556569844763,"cv-c",1
"GO:0019395","GO:0019395","fatty acid oxidation","1/284","36/12275",0.56997715443187,0.641749660548646,0.449556569844763,"CG4598",1
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","1/284","36/12275",0.56997715443187,0.641749660548646,0.449556569844763,"Rheb",1
"GO:0043436","GO:0043436","oxoacid metabolic process","9/284","397/12275",0.572769512851554,0.644528051593161,0.451502880103177,"Idh/Tpi/Dg/CG6287/Scsalpha1/CG4598/Gapdh1/bond/Ddc",9
"GO:0006082","GO:0006082","organic acid metabolic process","9/284","399/12275",0.578869771316794,0.649301699657951,0.454846901894818,"Idh/Tpi/Dg/CG6287/Scsalpha1/CG4598/Gapdh1/bond/Ddc",9
"GO:0005975","GO:0005975","carbohydrate metabolic process","6/284","265/12275",0.579154692495499,0.649301699657951,0.454846901894818,"Tpi/Dg/Cht10/Rheb/Taldo/Gapdh1",6
"GO:0000041","GO:0000041","transition metal ion transport","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"Catsup",1
"GO:0009584","GO:0009584","detection of visible light","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"Gprk1",1
"GO:0034440","GO:0034440","lipid oxidation","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"CG4598",1
"GO:0035330","GO:0035330","regulation of hippo signaling","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"ed",1
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"Pka-C1",1
"GO:0072553","GO:0072553","terminal button organization","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"Arp3",1
"GO:1900426","GO:1900426","positive regulation of defense response to bacterium","1/284","37/12275",0.57995562392622,0.649301699657951,0.454846901894818,"Parp",1
"GO:0035265","GO:0035265","organ growth","2/284","84/12275",0.582438523186845,0.651713905595201,0.456536693247387,"hid/Pdk1",2
"GO:0000723","GO:0000723","telomere maintenance","1/284","38/12275",0.589703344371142,0.657249375955484,0.460414384535169,"Su(var)205",1
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/284","38/12275",0.589703344371142,0.657249375955484,0.460414384535169,"rk",1
