Geneid,WT1_quant,WT2_quant,WT3_quant,WT4_quant
Gr98c,0,0,0,0
Gr98b,0,0,0,0
CG31750,0,0,0,0
CG6429,0,0,0,0
CG33946,0,0.527976,1.151277,0.504957
ND-13B,242.225766,207.638493,191.78478,203.780406
CG33939,94.820379,55.258114,85.155005,49.985479
CG31142,86.888113,76.224138,72.961877,84.070535
CG32276,848.231172,1301.716404,884.887536,906.43336
CG32147,83.668177,69.173356,85.796226,77.874463
CG31517,0,0,0.263132,0.115245
CG32235,0,0,0,0
BG642312,0,0.523482,0.852943,0
CG32148,0,0,0,0
CG31468,0,0,0,0
GstT1,183.142764,140.738539,121.771354,152.968238
CG30001,42.870541,31.191325,42.331126,28.929426
GstT2,36.685537,24.391838,21.091542,24.988398
CG30008,0.54679,0.570371,0.874305,0.434256
CG30010,24.459968,18.648342,22.730348,19.86451
gem,62.839065,60.032161,72.055017,63.030012
CG30015,7.141426,9.666525,5.291042,16.236713
CG30016,12.285073,9.029503,6.572089,11.736189
mthl13,0,0,0,0
CG30020,11.58535,22.471452,22.137982,23.270656
metro,0.405497,0.148172,0.873075,0.702029
CG30022,26.264642,35.224876,30.984052,27.298535
CG30025,0.04162,0,0,0.126888
CG30026,0,0,0,0
CG30031,0.001742,0,0.019545,0.006652
CG30033,9.427671,9.046913,12.113841,6.806221
Tret1-1,3.288788,5.658434,7.206057,8.604935
CG30036,0,0,0,0
CG30037,0,0,0,0
CG30039,0,0,0,0
Cpr49Ab,0,0,0,0
CG30043,0,0,0,0
s-cup,0.041787,0.198146,0.135294,0.139675
Cpr49Aa,0,0,0,0
CG30046,0.25545,0.009139,0.090343,2.787966
CG30047,0.304304,0.054223,0,0
CG30048,0,0,0,0
CG30049,0.016348,0.019366,0,0.041331
CG30050,0,0,0,0.184851
Tmem18,63.388618,56.616708,51.380604,60.5477
Obp49a,0.13668,0.127264,0,0.182588
CG30053,0,0,0,0
CG30054,0.177552,0.49714,1.180679,0.153542
CG30056,0.103751,0.716217,0.500883,0.470191
CG30058,0.597447,0.512829,0,0.401505
CG30062,0.193117,0.669032,0,0.438641
CG30065,0,0,0,0
Obp50a,0,0,0,0
CG30069,8.764168,7.336481,7.440495,8.811032
Obp50b,0,0,0,0
Obp50d,0,0,0,0
CG30075,0,0,0,0
CG30076,0,0,0,0
Blos1,75.165727,84.706422,74.120001,66.015527
CG30080,0.303584,0.453739,0.344748,1.152914
Ir51b,1.170305,0.816526,0,0.894209
CG30082,0,0.244821,0,0
CG30083,0,0,0,0
Rif1,10.796675,13.244003,11.977236,21.585575
CG30087,0,0,0,0.05838
CG30088,0.872552,1.073213,0,0.670946
CG30089,13.874435,11.517685,14.838079,15.485122
CG30090,0.356773,0.062196,0,1.90798
CG30091,0,0.016341,0,0.116076
COX6AL,0,0,0,0.230733
CG30094,25.64954,22.583168,27.73322,22.775269
CG30095,0,0,0,0
CG30096,19.054462,16.527227,17.216965,14.75207
CG30098,0,0,0,0.282993
CG30099,1.235006,0.956686,0.466561,1.866503
CG30100,133.832792,83.432126,104.549163,98.158991
CG30101,1.842339,2.071347,4.955205,0.690076
CG30103,0,0,0,0
NT5E-2,0.206492,0,0.044525,0.328615
CG30105,72.557396,42.693921,63.591057,64.92992
CCHa1-R,0,0,0,0.211349
CG30108,35.790752,35.012823,36.039905,34.952583
CG30109,38.285022,34.993075,39.312087,37.777823
CG30110,0,0,0,0
CG30114,0.04078,0,0,0.035186
GEFmeso,2.672539,6.666599,4.150679,9.260048
CG30122,52.917032,81.723453,70.749023,86.340469
Ir56a,0,0,0,0
Obp57e,0,0,0,0
Hil,20.448082,31.413175,41.767271,29.395198
CG30148,0.510854,1.280742,0,1.033798
CG30151,0.175097,0,0,0.103593
CG30154,12.371865,12.59089,10.523418,19.439833
CG30156,5.414017,4.675232,3.545733,4.298841
CG30157,5.127108,1.532972,4.02535,4.525112
CG30158,0,0,0,0
CG30159,82.735421,85.40642,84.68726,89.901331
CG30160,0,0,0,0
CG30161,1.372667,2.062806,3.221813,1.82228
Cpr60D,5.47415,5.056359,8.408983,6.639103
Brca2,6.14034,11.897077,5.21354,8.48363
CG30172,1.19146,0.820426,1.428033,0.863894
CG30177,0,0,0,0
CG30178,3.636801,1.320798,1.345519,1.527381
ppk3,0,0.066027,0,0.070348
CG30183,4.216752,6.444127,5.877356,8.721889
CG30184,9.800926,2.857717,8.319226,7.604218
AIMP3,96.428698,74.996454,91.822656,77.739419
CG30187,2.627744,0.815366,1.173041,2.098028
CG30192,0,0,0,0
CG30195,6.579044,7.640697,6.992339,9.842039
CG30196,0.13143,0,1.285175,1.806852
CG30197,85.86057,81.579918,46.419154,75.43673
CG30203,0,0,0,0.049925
CG30222,0,0,0,0
CG30259,0,0,0,0
stum,0,0.068054,0,0
CG30265,0,0,0,0
CG30268,0,0.014094,0,0
CG30269,0,0.75718,0.447742,0.361431
CG30271,0,0,0,0
MFS1,0,0,0,0
CG30273,0.948055,2.090874,1.29723,2.161294
CG30274,0,0,0,0
CG30275,0,0,0,0
Oatp58Da,0,0,0,0
CG30278,0,0,0,0
CG30280,0.259327,0.810388,1.140039,0.724901
CG30281,0.793777,1.063256,1.847368,1.386768
CG30284,0.747989,0.598247,0.846723,0.577951
CG30285,5.271763,3.511725,9.577198,3.220283
CG30286,0,0.035081,0,0
CG30287,0.556617,0.204334,0.147909,0.146566
CG30288,0,0,0,0.155399
CG30289,0.110237,0.457406,0,0
Ppcdc,78.036274,64.442671,76.765722,69.353413
CG30291,89.622851,90.07607,88.459325,68.537717
Cht12,0,0,0,0
Ipk1,7.433882,5.320074,8.906968,5.364194
RIC-3,0.324882,0.451055,4.367355,1.213953
CG30323,0.855409,0.584202,0,0.131827
CG30324,1.148748,0.388714,0,0.320254
CG30325,0,0,0,0
CG30334,0,0,0,0.093308
CG30338,18.12003,15.121164,16.688591,15.407281
CG30339,0.197313,0.211366,0,0.60503
CG30340,0,0.383593,0,0.102706
Prp38,58.194645,49.907344,49.105776,42.776589
CG30343,22.698004,16.730018,25.757564,15.955703
CG30344,22.813957,28.193265,25.381756,24.849203
CG30345,1.40719,1.888504,4.339429,1.630148
CG30349,33.739657,32.749597,38.302993,50.794572
CG30350,0,0,0,0
UQCR-11L,0,0,0,0
CG30355,0,0,0,0
CG30356,0.504283,0.477097,0.690666,0.80909
CG30357,0.348446,0.475196,0,0.515427
Mal-A5,21.30102,12.001362,22.064709,27.357339
Mal-A6,0.111724,0.107075,0,0
mtt,0.058538,0.027434,0,0.123405
boly,0.356024,0.026916,0,0
cola,0.064364,0,0,0
hubl,1.035003,0.054906,0.665733,0.117177
spaw,0.465994,0,0.395338,0.027909
swif,0,0,0,0
CG30369,0,0,0,0
CG30371,0,0,0,0
Asap,5.531209,12.317216,9.983782,11.00797
CG30373,39.920412,18.474432,26.132225,28.084793
CG30375,0,0,0,0
CG30376,0,0,0,0
CG30377,0.598307,0.365872,0.414468,0.594447
CG30378,0,0,0,0
CG30379,0,0,0,0.115074
CG30380,0.450615,1.046148,0.314725,3.306261
PIG-X,5.062894,5.273111,4.989076,4.864305
CG30382,1328.540227,1168.817511,1287.790474,936.180868
CG30383,11.107091,8.456464,5.020439,10.442537
CG30384,0,0,0.19308,0
CG30385,1.909869,0.996621,1.859249,0.882184
CG30389,25.303193,37.011958,33.717021,38.601065
Sgf29,28.602072,30.893902,24.983846,23.55611
CG30391,0,0,0,0
CG30392,21.578255,26.423336,20.756121,20.400983
CG30393,0,0,0,0
CG30394,25.876788,38.06806,29.259057,25.842006
CG30395,0,0,0,0
CG30398,0.32864,0.200688,1.451228,0.448812
dany,0,0,0,0
CG30403,5.036585,4.213836,3.781249,5.52948
Tango11,72.000019,84.627215,79.124542,80.120375
Rpi,700.889565,448.471579,515.041863,438.547605
CG30411,0,0,0,0
CG30412,0,0,0,0
CG30413,0,0.412409,0,0
CG30414,9.101256,5.031612,3.20637,8.944105
CG30416,0.04918,0,0,0
tbrd-3,0.432216,0,0,0
nord,12.922928,4.872561,10.96295,6.638066
CG30419,0,0,0,0
Usp15-31,6.323305,9.775222,4.661095,8.469117
CG30423,692.405008,633.664033,584.898452,538.753923
CG30424,0.135812,0.456387,0,0.536852
CG30428,38.650185,49.406587,55.383074,42.244653
CG30429,0,0,0,0
CG30430,0,0,0,0
CG30431,0,0.016007,0.052877,0
CG30432,0,0,0,0
CG30438,8.397372,10.448169,14.15558,10.251331
CG30440,77.521026,113.68356,135.506269,103.590089
CG30441,1.963599,1.407726,4.349375,1.102125
Opbp,26.042994,23.229601,30.870946,23.712213
Tdc2,0.189223,0.124195,0,0.143987
CG30447,0,0,0,0
CG30456,0.216611,1.075307,1.802253,3.094742
CG30457,13.128329,13.58074,23.66174,18.071337
CG30458,0.360264,0.227125,0,0
CG30460,2.099017,2.364611,2.478315,3.558961
CG30461,0,0,0,0
ste24c,0,0.298651,0,0
CG30463,11.757894,49.737298,31.846929,26.578074
Ir52d,0,0,0,0
CG30466,15.560884,22.738509,21.934281,18.689859
CG30467,46.863025,43.271701,49.372387,37.231837
Ir52c,0,0,0,0
Ir52b,0,0,0,0
CG30471,0.189675,0,0.505868,0
CG30472,0,0,0,0
ave,32.081025,47.057291,45.26831,41.512804
CG30479,0,0,0,0
CG30480,0,0,0,0
CG30484,0,0,0.0894,0
CG30485,0,0,0,0.012235
CG30486,0,0.037197,0,0
CG30487,1.447645,2.070632,1.741078,1.988468
antr,0.059115,0.036315,0,0
Cyp12d1-p,0,0,0.454598,0.438241
CG30491,30.572789,25.174464,27.429718,20.514509
CG30493,10.364176,12.875843,14.096754,12.901684
CG30495,3.267206,1.231556,3.058766,1.689638
CG30496,35.66544,39.568271,45.333946,32.872031
CG30497,9.957617,5.615418,7.502125,6.517889
CG30499,276.344803,200.213963,201.861921,218.241511
fa2h,0,0,0,0
CG30503,0,0,0,0
CG31002,0,0,0,0
mesh,0,0,0,0
qless,5.873195,4.991168,5.82468,4.474063
CG31007,0,0,0,0
CG31008,0,0,0,0
CG31010,0,0,0,0
CG31013,0,0,0,0
PH4alphaSG1,0,0,0,0
PH4alphaPV,0,0,0,0
CG31016,0,0,0,0
PH4alphaNE3,0,0,0,0
CG31019,0,0.315435,0.178926,0.371908
CG31021,0,0,0,0
Ppi1,0,0,0,0
CG31028,19.167321,23.973941,14.704492,21.980075
CG31029,0.502989,0.31437,0.106131,0.634035
CG31030,2.299015,2.021251,2.608422,3.102721
CG31036,0.073052,0.123078,0.445766,0.010202
CG31038,20.923109,27.652754,25.802598,34.903386
Cog7,24.257243,36.530235,26.331393,26.696845
CG31041,2.220737,2.890043,0,1.871241
CG31050,0,0,0,0
CG31051,5.540278,5.083486,9.972251,4.558499
CG31053,0.606848,0.16579,0.772455,0.118489
CG31055,8.124618,16.983338,25.405086,11.367082
CG31064,37.394738,39.178333,37.903052,34.456928
ppk31,0.110081,0.022468,0,0.254292
CG31068,0.121428,0.020697,0,0.101932
Lerp,3.167483,3.873387,3.522984,3.534905
CG31075,288.537897,231.260248,172.448177,244.2089
CG31076,1.898731,1.98616,0.931244,0.964696
CG31077,0,0,0,0
TwdlH,0,0,0,0
TwdlR,0,0,0,0
CG31086,0.052145,0,0,0
CG31087,0,0,0,0
CG31088,0.091042,0.283556,0,0.165393
CG31089,0,0,0,0.090712
CG31091,0,0,0,0.055436
LpR2,19.712756,24.307035,19.297208,25.012522
CG31093,0,0,0,0
CG31097,0.035802,0,0,0
CG31098,3.15551,2.65957,5.524756,3.827507
CG31099,0,0,0,0
CG31100,0.274529,0.878846,0.883244,0.600902
CG31102,0.166091,1.095348,0.758513,1.044363
CG31103,7.226788,1.542148,2.186274,7.365823
CG31104,0,0,0,0
ppk22,2.59485,12.665147,0.739502,7.831289
CG31106,0,0.141589,0,0
TTLL5,7.824027,12.892673,9.095112,10.330495
CG31109,31.599035,42.871737,41.739849,34.101761
CG31111,22.898865,20.341067,18.210522,23.401674
CG31115,1.124273,0.562248,1.375797,0.624293
ClC-a,0,0,0,0.165705
RabX4,5.259243,5.407932,10.653947,6.849526
HDAC11,0.959335,0.451619,0.365274,0.71307
CG31121,17.175325,23.75218,17.688307,41.509485
CG31122,45.484186,68.92232,71.647948,65.621788
CG31125,42.480646,21.705974,24.868728,31.16763
CG31126,86.794773,59.118979,77.044879,56.619161
CG31128,0,0,0,0
CG31131,0,0,0,0
Slimp,14.429282,13.647596,11.574257,9.69903
CG31139,0.449,0.104972,0,0.089247
CG31140,0.246618,0.395321,0.649711,0.655679
CG31141,0,0,0,0
CG31145,0.214344,2.239138,0.764767,1.218532
Nlg1,1.390583,2.375369,1.869867,4.536916
Gba1a,0,0,0,0
wge,6.475789,10.972511,9.748919,15.414312
Rpb7,99.235903,72.79367,69.713567,79.897422
CG31156,9.487797,10.240881,11.978115,10.544535
CG31157,0,0.293293,0,0
Efa6,5.074026,12.652059,9.032925,16.462421
mRRF2,5.212291,10.009424,8.322305,7.012136
CG31161,0.027667,0.049818,0.448614,0.094559
SKIP,78.04212,78.136677,148.466884,70.07299
Ir94a,0,0,0,0
CG31174,5.093094,5.415844,4.32069,4.973799
CG31176,1.702205,5.94027,5.396192,2.337723
CG31183,0.032213,0,0,0.086892
LSm3,525.673285,363.716509,468.029982,349.010951
CG31189,0,0,0,0
CG31191,0.011952,0.027718,0,0
CG31195,55.79943,114.774016,78.633502,98.36413
CG31198,0,0,0,0
CG31199,0,0,0,0
CG31200,0,0,0,0
GluRIIE,0.043669,0.092111,1.031287,0.366156
alpha-Man-Ic,0.027351,0.310955,0.603516,0.487586
CG31204,0,0,0,0
CG31205,0.303716,4.658563,0,0.053765
CG31206,0,0,0,0
CG31207,0,0,0,0
CG31211,70.963281,61.002971,75.646212,62.600769
CG31213,0.202606,0.102663,0,0.013868
Naam,5.196002,5.037633,5.727347,5.855316
modSP,30.092432,30.025103,27.724963,34.721575
CG31219,0,0,0,0
CG31220,0,0,0,0
CG31221,0.589223,0.146578,0.453301,0.051656
CG31223,19.126147,13.834149,17.928752,23.40481
CG31224,5.874055,11.01332,8.399185,12.043332
Ir94f,0,0,0,0
CG31226,0,0.393049,0,0
CG31229,73.227349,63.414774,53.631729,60.427608
CG31230,0.202554,0,1.279197,0.337497
CG31231,0,0,0,0
CG31233,0,0,0,0
CG31235,0,0,0,0
CG31244,0.136637,0,0,0
CG31245,0.056562,0.103031,0,0
CG31248,0.334921,0.272645,1.029888,0.539691
CG31249,47.078694,44.595535,48.394537,33.174668
CG31251,14.42522,13.61448,16.375311,14.749755
CG31259,0,0,0,0
CG31262,0,0.015673,0.016514,0
CG31265,0,0,0,0
CG31266,0,0,0,0
CG31267,0,0,0,0
CG31268,0,0,0,0
CG31269,0,0,0,0
CG31272,0.021778,0.154489,0,0
CG31274,0,0.000239,0,0.000117
CG31278,15.341689,16.876343,14.439899,12.001085
CG31279,1.11539,0.331332,0.339039,0.730032
Tpl94D,0,0,0,0
CG31286,0,0,0,0
CG31287,1.062528,0.526182,0.872784,0.665978
CG31288,0,0,0,0
CG31294,0,0,0,0
CG31296,0,0,0,0
CG31300,0,0,0,0.062909
CG31301,223.809689,140.039342,189.80673,173.448431
CG31313,3.573726,0.270571,0.720338,5.594241
HEATR2,9.655118,13.301912,10.526994,14.278491
CG31321,0,0.133834,0,0.342667
CG31323,0.15522,0.171095,0.018656,1.19834
CG31324,0.60857,3.518396,5.521007,3.398018
CG31326,0,0,0,0
CG31327,0,0,0,0
CG31337,9.077252,6.493743,14.534954,21.843603
CG31342,46.901408,67.519712,64.864786,66.100924
CG31343,0.02733,0,0,0.01144
CG31344,31.823065,37.255383,28.273025,32.822565
CG31345,0,0,0,0.310115
CG31347,2.77275,1.254771,2.983845,1.417811
Unc-115a,48.032952,52.387483,53.881297,83.908523
Hsp70Bbb,4.634364,392.308879,662.594296,15.620107
CG31357,72.245414,67.059612,92.597752,65.750407
CG31358,0,0,0,0
CG31360,58.07019,54.228913,47.166119,53.872838
dpr17,0.357969,0,0,0
Jupiter,415.092494,493.288977,498.581682,294.121716
CG31365,44.12532,40.249711,43.598641,49.340971
CG31368,16.5736,27.271443,21.555366,34.601288
CG31370,0,0,0.309126,1.701089
CG31371,0.026249,0,0,0
CG31373,6.926699,3.279563,2.896955,7.460475
sals,0.458526,0.654486,9.063485,4.496124
CG31380,0,0,0,0
CG31388,12.240547,12.053579,10.577222,17.008387
MED7,108.680609,95.275636,76.557891,93.672732
CG31391,0.194892,1.263785,1.112985,0.756329
CG31404,0,0,0,0
CG31406,0,0,0.163822,0
CG31407,0,0,0,0
Npc2e,0,0,0,0
CG31413,0,0,0,0
Gba1b,3.138065,2.948717,2.239737,6.028592
CG31415,0,0.373129,0,0.387258
CG31418,0,0,0,0
CG31419,0,0,0,0
Ir94c,0,0,0,0
Ir94b,0,0,0,0
CG31431,0.68978,0.632607,0,0.689549
CG31436,0.912409,0.67522,0.72865,1.567705
CG31437,0,0,0,0
CheB93b,0,0,0,0
Muc96D,0.061196,0,0,0.166953
CG31441,8.181348,8.297981,7.163909,7.321031
CG31445,0.027342,0.064598,0.0612,0
CG31446,0,0,0,0
mRpS18A,466.503331,287.866698,359.517519,248.132237
pch2,241.430316,194.744616,205.067892,185.957687
CG31454,0,0.240614,0,0.31872
CG31457,24.932348,18.975017,19.190804,17.81018
CG31459,0,0,0,0
CG31460,274.468676,242.075557,211.242112,221.456519
CG31463,0,0,0,0
CG31464,0,0,0,0
CG31465,0,0,0,0
CG31467,4.063694,4.926894,3.713112,4.012719
CG31469,9.341263,10.025116,15.380742,6.582022
sgll,139.200018,97.42176,118.956257,101.974726
CG31473,10.024218,4.465217,6.545823,7.28009
CG31475,16.566405,4.045302,7.440209,12.306849
ATPsynepsilonL,7.279777,6.576011,5.837957,6.746584
pb,0,0,0.448709,0
CG31482,0,0,0,0
CG31493,0,0,0,0
CG31495,10.422175,9.957152,7.913217,8.041682
CG31496,0,0.030301,0,0
nxf4,0,0,0,0
CG31510,9.480223,11.882218,9.727021,14.304196
CG31515,0,0,0,0
CG31516,0.373567,0,0,0
CG31522,24.991052,34.519054,37.527952,36.376759
CG31523,81.418302,113.366102,118.394842,97.720055
CG31524,0,0,0,0
CG31525,0.265605,0.69426,0.789636,0.13656
CG31528,0,0,0,0
CG31533,0,0,0,0
CG31538,0.257106,0,0.129953,0.016652
CG31542,0,0,0,0.211368
CG31546,0.932573,0.664893,1.37268,0.136243
NKCC,1.578315,1.443494,2.755218,0.921917
CG31548,152.801396,88.233447,82.116371,85.007656
CG31549,154.53198,123.562759,111.226905,119.825636
CG31550,46.038198,45.473792,46.903176,45.960853
CG31551,0,0.006356,0,0
CG31559,5.648332,14.473258,9.944251,5.578941
CG31560,0,0,0,0
Osi16,0,0,0,0
CG31601,0.331199,0,0,0.3343
CG31606,0.092625,0.694557,0,0.507867
CG31609,0,0,0,0
CG31612,1.855841,2.656077,2.391913,3.231032
His1:CG31617,1.061503,1.865668,1.726678,2.903219
His2A:CG31618,0.373616,1.909048,0.445255,2.146061
nolo,0,0,0,0
CG31624,0,0,0,0
CG31626,0.03476,0.164024,0.023131,0.029935
CG31627,0.266148,0.365453,0.129877,1.060678
sens-2,0.24529,0.063857,0,0.067781
CG31633,4.933485,4.526539,3.708968,5.597452
Oatp26F,0.194136,0.818832,0.069132,0.118426
CG31635,2.98845,3.339779,3.453287,2.346496
CG31636,0,0.244571,0.50988,0
CG31637,25.097711,26.34388,33.674564,30.061747
CG31638,44.222719,49.753985,55.036088,49.460327
CG31639,0,0,0,0
CG31642,0,0.211169,0,0
CG31643,6.182705,5.952799,6.134234,5.083768
CG31644,0,0,0,0
DIP-theta,0,0,0.050279,0
CG31648,46.486928,34.746081,40.705961,33.110665
Nnf1b,3.411992,0.714342,0.978165,1.368153
CG31659,0,0,0,0
smog,0.15022,0.034186,0.023908,0.102885
CG31661,0,0,0,0
CG31663,0,0,0,0
CG31664,0,0,0,0
wry,0,0,0,0
CG31668,0,0.455079,0.627526,0.137062
CG31673,58.436861,36.022943,40.182232,49.109064
CG31674,0,0,0,0.362785
CG31675,0,0.294332,0,0.083784
CG31676,9.50816,12.025046,10.746158,5.647835
CG31677,0,0,0,0
CG31678,4.149659,8.002922,4.975626,6.265349
Tengl3,0,0,0,0
CG31680,0,0,0,0
CG31681,0,0,0,0
Tengl1,0,0,0,0
CG31683,57.604569,63.065615,66.228373,45.380301
CG31687,9.69849,10.259551,8.862509,14.857306
CG31690,0,0.023299,0,0.065754
CG31693,0,0,0,0.036205
CG31694,50.006352,84.70803,94.856193,65.011895
CG31697,0.182947,0.114205,0.249515,0.329031
CG31698,0.139786,0.17687,4.533135,0.256789
CG31702,0,0,0,0
CG31703,0,0,0,0
CG31704,0,0,0,0
CG31706,0,0,0,0
DIP-zeta,0.032466,0.028185,0,0.026105
CG31709,0,0,0,0
CG31710,76.919553,113.224152,97.638151,114.976344
CG31712,71.197333,50.757989,67.558469,48.78963
Apf,75.908017,59.051024,56.789519,54.938584
CG31715,465.327251,464.282056,407.295443,455.014676
Cnot4,50.997969,71.095255,76.024656,60.494598
CG31717,113.592852,115.819264,131.422701,105.522774
Ir31a,0.110706,0.095657,0,0.227074
RluA-1,0.126221,0,0,0
mthl15,0.188903,0.439088,0.630471,0.691766
Trim9,4.611176,9.069394,8.460729,6.126077
CG31729,16.336242,30.703688,24.389794,24.475842
CG31730,0,0,0,0
CG31735,0,0,0,0
AspRS-m,22.431777,34.661524,29.149921,38.704763
CG31740,0,0,0,0
CG31741,0,0,0,0
Prosbeta5R2,0,0,0.377836,0
CG31752,0,0,0,0.185167
SoYb,1.738265,3.972094,2.37016,4.816058
CG31759,14.457544,16.426322,16.142789,16.111711
CG31760,0,0.033931,0.006093,0
CG31769,0,0,0,0
CG31773,0,0,0,0
fred,0,0,0,0
CG31776,0,0,0,0
CG31777,9.841341,21.923305,7.883113,17.933431
CG31778,0.991006,1.564496,0.55412,3.133988
Acp24A4,0,0,0,0
CG31784,0,0,0,0
CG31785,4.867478,2.075495,5.609822,0.580991
CG31787,0,0,0,0
CG31788,0,0,0,0
CG31789,0,0,0,0
CG31792,0,0,0,0
CG31793,2.768209,4.791482,4.65843,5.354888
CG31797,0,0,0,0
CG31798,0.082229,0,0.017945,0.162916
CG31800,109.298267,73.41725,77.824782,73.6247
CG31802,0,0,0,0
CG31803,0.175608,0,0,0.051683
CG31804,0,0,0,0
CG31805,0,0,0,0.020783
CG31806,0,0,0,0
CG31807,1.152568,1.00705,6.019831,2.132934
CG31809,0.154617,0.436049,1.138664,0.541932
CG31810,0.994079,1.017388,1.213653,1.107556
CG31812,39.341382,24.726074,34.63401,27.638425
CG31813,0,0,0,0
CG31814,0,0.009256,0,0
CG31815,1.245152,0.37989,0.772636,0.22539
CG31816,0,0,0,0
CG31820,0,0,0,0
CG31821,0.103935,0,0,0
CG31823,0,0,0,0
CG31826,0,0,0,0
CG31832,0,0.112676,0.235418,0
CG31835,0,0,0,0
CG31848,0,0,0,0
CG31849,11.171598,17.26857,13.702665,8.216634
Naa20B,0,0,0,0.06875
Tap42,88.374646,82.001425,81.740873,78.629998
CG31855,107.004523,121.740231,110.841487,120.808862
t-cup,0,0,0,0
ZnT33D,0,0,0,0
CG31861,0,0,0,0
CG31862,0,0,0,0
Qtzl,104.356718,66.16865,88.13636,76.202234
Ada1-1,19.96811,15.555571,14.458019,16.559504
Ada1-2,20.836363,16.082679,20.195035,17.227609
CG31867,0,0,0,0
CG31869,3.959119,13.919902,9.67104,9.811047
CG31870,1.036928,1.632989,1.498992,0.461425
CG31871,0.303128,0.202039,0,0.074911
CG31872,0,0,0,0
Fum4,0,0,0,0
CG31875,1.040795,2.967412,2.054382,2.778063
Cpr30F,0,0,0,0
CG31882,0,0,0,0
CG31897,0.127173,0.124751,0.454563,0.087975
CG31898,6.875068,6.692377,7.780409,8.776897
Mur29B,0,0,0,0
Spn28Da,0,0.052002,0,0
CG31907,0.115439,0.095004,0,0.034155
CG31908,92.153102,85.490615,96.613135,95.080552
CG31909,0,0,0,0
CG31910,0,0,0,0
CG31913,0.059841,0.073944,0,0
CG31915,13.378241,17.511555,24.993073,17.049146
CG31921,0.248856,0.056601,0.109363,0.144404
CG31922,36.871535,30.436097,30.197753,32.258056
CG31924,0,0,0,0
CG31926,0,0,0,0.032228
CG31928,0,0.043189,0,0
CG31933,0,0,0,0
CG31935,13.873576,18.517853,17.232857,17.028075
CG31948,0,0,0,0
CG31949,0.199247,0,0,0
Sbat,168.936171,125.344908,144.827929,124.99941
CG31952,0,0,0.253789,0
CG31954,0,0,0,0
CG31955,28.594322,27.444788,19.137526,23.30487
Pgant4,0.083011,0.483616,0,0.059175
CG31957,34.604728,35.060214,28.986884,31.474815
CG31960,1.046412,0,0,0.093804
TBCC,36.512724,42.303779,47.673507,42.717999
Cda5,1.199024,0.050302,0.270505,0.452017
CG31974,0,0.106047,0,0
CG31975,0.174381,0.063293,0,0.21002
ovm,0.054894,0,0,0
CG31988,0,0,0,0
Cap-D3,5.325087,6.158385,4.96297,10.282432
gw,61.90052,120.636316,91.100865,138.897841
CG31997,781.4831,674.385321,597.452896,780.280845
CG31998,15.406001,38.445213,31.433861,33.317281
CG31999,11.671274,12.433349,14.719237,14.504241
anne,26.180431,43.126053,32.86535,42.229727
CG32006,0.149576,0,0,0
4E-T,25.273482,45.993031,40.024169,40.679796
CG32017,1.058731,2.607078,1.587058,1.757518
CG32022,56.904178,56.482065,43.463368,53.815791
CG32023,0,0,0,0
CG32024,0,0,0,0
CG32026,2.696008,0.766281,0.949109,0.64383
Cpr66D,28.292649,39.718764,23.325002,23.352732
CG32036,0,0,0,0.225516
CG32037,0,0.104735,0.235733,0.255013
CG32039,44.609495,41.342173,53.132505,43.815914
CG32040,0.109332,0.350028,0,0
CG32053,0,0,0,0
CG32054,0,0,0,0
CG32055,0.564982,0.910578,0,0.427576
scramb1,83.472974,93.393283,91.924162,81.30775
dpr10,0,0,0,0
Ir67c,0,0,0,0.061147
CG32061,0,0,0,0
Rbfox1,26.638642,25.74618,20.487346,34.475192
S-Lap4,0,0,0,0
CG32066,60.997777,60.327288,73.266545,51.292454
Adi1,76.324454,63.457365,63.999257,65.411441
CG32069,225.164994,286.497025,225.426037,241.162356
CG32071,0.637429,0.101574,0,0.446099
Elo68alpha,0,0.29117,0,0.365533
CG32073,0,0,0,0
CG32074,0,0,0,0
CG32075,64.581147,49.413959,62.90435,54.240158
Alg10,136.281694,111.504857,109.137156,122.128727
CG32079,0,0,0,0
CG32081,0,0,0,0
IRSp53,3.651299,2.173203,2.153652,4.856024
CG32085,0.030296,0.170055,0.432972,0.101502
CG32086,0.067954,0.233557,0,0.058535
CG32087,0,0,0,0
sunn,0,0.372329,0,0.176726
CG32091,6.081177,12.728047,8.75999,11.110784
CG32095,30.732133,23.774947,29.407662,19.163406
CG32099,12.106302,10.629074,9.768789,13.526205
CG32100,9.342905,14.808176,15.913924,11.083302
CG32102,1.617864,1.093755,2.295455,1.353922
CG32103,78.271797,96.204104,109.307513,77.53427
CG32104,6.533259,10.196092,15.205282,12.159169
Lmx1a,0,0,0,0
CG32106,0,0,0,0
CG32107,0,0,0,0
CG32109,96.097568,74.894881,79.923965,78.625805
CG32110,0.368225,0,0.522892,0
CG32112,6.682589,6.466957,9.443795,8.633746
Vps13D,0.649172,0.827774,0.441798,0.772868
CG32115,0,0,0,0
CG32117,0,0.0451,0,0
CG32119,0,0,0,0
CG32121,0,0,0,0
Ptip,2.993235,2.901833,2.54004,3.224264
CG32137,10.100711,10.034407,13.647944,15.960415
saturn,1.174003,0.465979,0.239743,0.202651
meru,2.748451,1.966796,0.980507,2.624338
CG32161,0.477066,0,0,0.06085
CG32163,40.827825,44.646305,42.12565,46.106112
CG32170,1.17638,0.616066,0.176505,2.468664
